#    L    TT             EE             TE             PP             TP          
   321   0.204462E+04   0.111834E+02   0.728886E+02   0.138112E+07   0.650203E+03
   322   0.202292E+04   0.113095E+02   0.720618E+02   0.137363E+07   0.643717E+03
   323   0.200146E+04   0.114347E+02   0.712080E+02   0.136620E+07   0.637285E+03
   324   0.198025E+04   0.115597E+02   0.703200E+02   0.135882E+07   0.630907E+03
   325   0.195936E+04   0.116808E+02   0.694203E+02   0.135149E+07   0.624583E+03
   326   0.193863E+04   0.118024E+02   0.684795E+02   0.134421E+07   0.618315E+03
   327   0.191821E+04   0.119224E+02   0.675202E+02   0.133698E+07   0.612102E+03
   328   0.189809E+04   0.120400E+02   0.665425E+02   0.132981E+07   0.605944E+03
   329   0.187821E+04   0.121567E+02   0.655318E+02   0.132268E+07   0.599843E+03
   330   0.185862E+04   0.122710E+02   0.644959E+02   0.131561E+07   0.593798E+03
   331   0.183941E+04   0.123836E+02   0.634424E+02   0.130858E+07   0.587809E+03
   332   0.182041E+04   0.124954E+02   0.623716E+02   0.130160E+07   0.581877E+03
   333   0.180171E+04   0.126049E+02   0.612763E+02   0.129467E+07   0.576002E+03
   334   0.178337E+04   0.127128E+02   0.601568E+02   0.128779E+07   0.570185E+03
   335   0.176523E+04   0.128175E+02   0.590133E+02   0.128096E+07   0.564425E+03
   336   0.174746E+04   0.129207E+02   0.578534E+02   0.127417E+07   0.558724E+03
   337   0.173004E+04   0.130224E+02   0.566627E+02   0.126743E+07   0.553081E+03
   338   0.171289E+04   0.131209E+02   0.554636E+02   0.126073E+07   0.547497E+03
   339   0.169617E+04   0.132187E+02   0.542415E+02   0.125408E+07   0.541972E+03
   340   0.167971E+04   0.133134E+02   0.530116E+02   0.124748E+07   0.536507E+03
   341   0.166352E+04   0.134051E+02   0.517517E+02   0.124092E+07   0.531101E+03
   342   0.164774E+04   0.134960E+02   0.504771E+02   0.123440E+07   0.525755E+03
   343   0.163230E+04   0.135832E+02   0.491880E+02   0.122793E+07   0.520469E+03
   344   0.161727E+04   0.136681E+02   0.478845E+02   0.122150E+07   0.515245E+03
   345   0.160249E+04   0.137500E+02   0.465671E+02   0.121512E+07   0.510081E+03
   346   0.158811E+04   0.138304E+02   0.452433E+02   0.120878E+07   0.504978E+03
   347   0.157405E+04   0.139071E+02   0.438985E+02   0.120248E+07   0.499937E+03
   348   0.156038E+04   0.139808E+02   0.425406E+02   0.119622E+07   0.494958E+03
   349   0.154704E+04   0.140523E+02   0.411695E+02   0.119000E+07   0.490041E+03
   350   0.153408E+04   0.141202E+02   0.397932E+02   0.118382E+07   0.485187E+03
   351   0.152165E+04   0.141858E+02   0.384043E+02   0.117768E+07   0.480395E+03
   352   0.150938E+04   0.142486E+02   0.370028E+02   0.117159E+07   0.475664E+03
   353   0.149757E+04   0.143077E+02   0.356036E+02   0.116553E+07   0.470992E+03
   354   0.148605E+04   0.143641E+02   0.341841E+02   0.115951E+07   0.466377E+03
   355   0.147498E+04   0.144176E+02   0.327593E+02   0.115353E+07   0.461817E+03
   356   0.146427E+04   0.144685E+02   0.313365E+02   0.114759E+07   0.457310E+03
   357   0.145393E+04   0.145160E+02   0.299007E+02   0.114169E+07   0.452854E+03
   358   0.144402E+04   0.145593E+02   0.284667E+02   0.113583E+07   0.448447E+03
   359   0.143439E+04   0.146001E+02   0.270195E+02   0.113000E+07   0.444087E+03
   360   0.142518E+04   0.146383E+02   0.255704E+02   0.112422E+07   0.439772E+03
   361   0.141633E+04   0.146733E+02   0.241146E+02   0.111847E+07   0.435501E+03
   362   0.140789E+04   0.147051E+02   0.226551E+02   0.111275E+07   0.431270E+03
   363   0.139979E+04   0.147344E+02   0.211941E+02   0.110708E+07   0.427078E+03
   364   0.139210E+04   0.147592E+02   0.197278E+02   0.110144E+07   0.422924E+03
   365   0.138474E+04   0.147817E+02   0.182619E+02   0.109584E+07   0.418805E+03
   366   0.137779E+04   0.148012E+02   0.167936E+02   0.109028E+07   0.414719E+03
   367   0.137124E+04   0.148162E+02   0.153249E+02   0.108475E+07   0.410664E+03
   368   0.136493E+04   0.148291E+02   0.138572E+02   0.107926E+07   0.406639E+03
   369   0.135917E+04   0.148390E+02   0.123883E+02   0.107380E+07   0.402640E+03
   370   0.135372E+04   0.148454E+02   0.109232E+02   0.106838E+07   0.398667E+03
   371   0.134857E+04   0.148482E+02   0.945815E+01   0.106299E+07   0.394718E+03
   372   0.134381E+04   0.148483E+02   0.799757E+01   0.105764E+07   0.390789E+03
   373   0.133943E+04   0.148450E+02   0.653838E+01   0.105232E+07   0.386880E+03
   374   0.133542E+04   0.148390E+02   0.508422E+01   0.104704E+07   0.382989E+03
   375   0.133171E+04   0.148296E+02   0.363502E+01   0.104179E+07   0.379112E+03
   376   0.132843E+04   0.148177E+02   0.219069E+01   0.103657E+07   0.375250E+03
   377   0.132552E+04   0.148017E+02   0.754137E+00   0.103139E+07   0.371398E+03
   378   0.132289E+04   0.147826E+02  -0.677700E+00   0.102624E+07   0.367556E+03
   379   0.132061E+04   0.147610E+02  -0.210044E+01   0.102113E+07   0.363722E+03
   380   0.131876E+04   0.147370E+02  -0.351638E+01   0.101605E+07   0.359893E+03
   381   0.131719E+04   0.147069E+02  -0.492263E+01   0.101100E+07   0.356068E+03
   382   0.131588E+04   0.146761E+02  -0.631853E+01   0.100598E+07   0.352244E+03
   383   0.131499E+04   0.146415E+02  -0.770564E+01   0.100100E+07   0.348419E+03
   384   0.131450E+04   0.146031E+02  -0.908032E+01   0.996042E+06   0.344593E+03
   385   0.131420E+04   0.145634E+02  -0.104441E+02   0.991120E+06   0.340762E+03
   386   0.131431E+04   0.145201E+02  -0.117949E+02   0.986229E+06   0.336924E+03
   387   0.131466E+04   0.144732E+02  -0.131328E+02   0.981369E+06   0.333078E+03
   388   0.131533E+04   0.144235E+02  -0.144563E+02   0.976540E+06   0.329222E+03
   389   0.131632E+04   0.143689E+02  -0.157656E+02   0.971742E+06   0.325354E+03
   390   0.131763E+04   0.143145E+02  -0.170584E+02   0.966973E+06   0.321471E+03
   391   0.131924E+04   0.142560E+02  -0.183364E+02   0.962235E+06   0.317572E+03
   392   0.132109E+04   0.141964E+02  -0.195966E+02   0.957526E+06   0.313655E+03
   393   0.132331E+04   0.141328E+02  -0.208399E+02   0.952847E+06   0.309718E+03
   394   0.132576E+04   0.140666E+02  -0.220641E+02   0.948197E+06   0.305758E+03
   395   0.132843E+04   0.139973E+02  -0.232708E+02   0.943576E+06   0.301774E+03
   396   0.133146E+04   0.139255E+02  -0.244565E+02   0.938984E+06   0.297764E+03
   397   0.133463E+04   0.138514E+02  -0.256226E+02   0.934420E+06   0.293726E+03
   398   0.133816E+04   0.137741E+02  -0.267678E+02   0.929885E+06   0.289658E+03
   399   0.134189E+04   0.136946E+02  -0.278914E+02   0.925377E+06   0.285558E+03
   400   0.134583E+04   0.136129E+02  -0.289925E+02   0.920897E+06   0.281424E+03
   401   0.135004E+04   0.135282E+02  -0.300708E+02   0.916445E+06   0.277254E+03
   402   0.135452E+04   0.134406E+02  -0.311256E+02   0.912019E+06   0.273051E+03
   403   0.135920E+04   0.133516E+02  -0.321568E+02   0.907621E+06   0.268818E+03
   404   0.136408E+04   0.132597E+02  -0.331633E+02   0.903250E+06   0.264557E+03
   405   0.136922E+04   0.131650E+02  -0.341464E+02   0.898906E+06   0.260271E+03
   406   0.137449E+04   0.130691E+02  -0.351042E+02   0.894588E+06   0.255963E+03
   407   0.138002E+04   0.129703E+02  -0.360388E+02   0.890297E+06   0.251635E+03
   408   0.138575E+04   0.128696E+02  -0.369460E+02   0.886032E+06   0.247290E+03
   409   0.139175E+04   0.127677E+02  -0.378287E+02   0.881793E+06   0.242932E+03
   410   0.139787E+04   0.126624E+02  -0.386864E+02   0.877580E+06   0.238562E+03
   411   0.140425E+04   0.125559E+02  -0.395174E+02   0.873394E+06   0.234184E+03
   412   0.141076E+04   0.124476E+02  -0.403229E+02   0.869232E+06   0.229800E+03
   413   0.141745E+04   0.123374E+02  -0.411019E+02   0.865097E+06   0.225414E+03
   414   0.142426E+04   0.122255E+02  -0.418547E+02   0.860987E+06   0.221027E+03
   415   0.143134E+04   0.121125E+02  -0.425797E+02   0.856902E+06   0.216643E+03
   416   0.143854E+04   0.119971E+02  -0.432787E+02   0.852842E+06   0.212264E+03
   417   0.144584E+04   0.118806E+02  -0.439515E+02   0.848807E+06   0.207894E+03
   418   0.145334E+04   0.117611E+02  -0.445955E+02   0.844797E+06   0.203534E+03
   419   0.146103E+04   0.116413E+02  -0.452119E+02   0.840812E+06   0.199188E+03
   420   0.146883E+04   0.115207E+02  -0.458012E+02   0.836851E+06   0.194858E+03
   421   0.147682E+04   0.113985E+02  -0.463623E+02   0.832914E+06   0.190548E+03
   422   0.148492E+04   0.112748E+02  -0.468964E+02   0.829002E+06   0.186259E+03
   423   0.149306E+04   0.111495E+02  -0.474017E+02   0.825113E+06   0.181996E+03
   424   0.150132E+04   0.110235E+02  -0.478795E+02   0.821249E+06   0.177759E+03
   425   0.150975E+04   0.108961E+02  -0.483279E+02   0.817408E+06   0.173553E+03
   426   0.151830E+04   0.107687E+02  -0.487482E+02   0.813590E+06   0.169380E+03
   427   0.152689E+04   0.106399E+02  -0.491414E+02   0.809796E+06   0.165243E+03
   428   0.153558E+04   0.105104E+02  -0.495044E+02   0.806026E+06   0.161144E+03
   429   0.154432E+04   0.103804E+02  -0.498391E+02   0.802278E+06   0.157087E+03
   430   0.155323E+04   0.102506E+02  -0.501459E+02   0.798553E+06   0.153074E+03
   431   0.156218E+04   0.101195E+02  -0.504238E+02   0.794851E+06   0.149107E+03
   432   0.157108E+04   0.998784E+01  -0.506740E+02   0.791172E+06   0.145190E+03
   433   0.158017E+04   0.985724E+01  -0.508940E+02   0.787515E+06   0.141325E+03
   434   0.158922E+04   0.972546E+01  -0.510871E+02   0.783880E+06   0.137516E+03
   435   0.159830E+04   0.959476E+01  -0.512516E+02   0.780268E+06   0.133764E+03
   436   0.160749E+04   0.946368E+01  -0.513879E+02   0.776678E+06   0.130073E+03
   437   0.161670E+04   0.933226E+01  -0.514951E+02   0.773109E+06   0.126445E+03
   438   0.162588E+04   0.920126E+01  -0.515735E+02   0.769562E+06   0.122884E+03
   439   0.163515E+04   0.907146E+01  -0.516251E+02   0.766037E+06   0.119391E+03
   440   0.164439E+04   0.894141E+01  -0.516473E+02   0.762533E+06   0.115970E+03
   441   0.165365E+04   0.881188E+01  -0.516428E+02   0.759050E+06   0.112623E+03
   442   0.166279E+04   0.868290E+01  -0.516100E+02   0.755588E+06   0.109354E+03
   443   0.167203E+04   0.855524E+01  -0.515498E+02   0.752147E+06   0.106165E+03
   444   0.168123E+04   0.842894E+01  -0.514613E+02   0.748727E+06   0.103058E+03
   445   0.169038E+04   0.830180E+01  -0.513458E+02   0.745327E+06   0.100037E+03
   446   0.169941E+04   0.817755E+01  -0.512020E+02   0.741948E+06   0.971035E+02
   447   0.170846E+04   0.805476E+01  -0.510328E+02   0.738589E+06   0.942615E+02
   448   0.171739E+04   0.793196E+01  -0.508371E+02   0.735251E+06   0.915132E+02
   449   0.172635E+04   0.781141E+01  -0.506139E+02   0.731932E+06   0.888615E+02
   450   0.173525E+04   0.769314E+01  -0.503657E+02   0.728633E+06   0.863090E+02
   451   0.174404E+04   0.757568E+01  -0.500909E+02   0.725354E+06   0.838579E+02
   452   0.175270E+04   0.746051E+01  -0.497920E+02   0.722094E+06   0.815069E+02
   453   0.176139E+04   0.734757E+01  -0.494671E+02   0.718854E+06   0.792544E+02
   454   0.176989E+04   0.723609E+01  -0.491182E+02   0.715633E+06   0.770985E+02
   455   0.177828E+04   0.712677E+01  -0.487454E+02   0.712431E+06   0.750374E+02
   456   0.178672E+04   0.701884E+01  -0.483426E+02   0.709249E+06   0.730693E+02
   457   0.179490E+04   0.691374E+01  -0.479242E+02   0.706085E+06   0.711924E+02
   458   0.180305E+04   0.681069E+01  -0.474719E+02   0.702940E+06   0.694049E+02
   459   0.181111E+04   0.671040E+01  -0.470017E+02   0.699814E+06   0.677050E+02
   460   0.181908E+04   0.661134E+01  -0.465080E+02   0.696706E+06   0.660908E+02
   461   0.182688E+04   0.651496E+01  -0.459919E+02   0.693617E+06   0.645606E+02
   462   0.183460E+04   0.642048E+01  -0.454479E+02   0.690547E+06   0.631125E+02
   463   0.184216E+04   0.632935E+01  -0.448948E+02   0.687494E+06   0.617448E+02
   464   0.184956E+04   0.624080E+01  -0.443033E+02   0.684460E+06   0.604556E+02
   465   0.185682E+04   0.615477E+01  -0.437034E+02   0.681444E+06   0.592431E+02
   466   0.186400E+04   0.607050E+01  -0.430733E+02   0.678445E+06   0.581056E+02
   467   0.187111E+04   0.598942E+01  -0.424281E+02   0.675465E+06   0.570411E+02
   468   0.187801E+04   0.591151E+01  -0.417608E+02   0.672502E+06   0.560480E+02
   469   0.188478E+04   0.583524E+01  -0.410791E+02   0.669557E+06   0.551243E+02
   470   0.189148E+04   0.576279E+01  -0.403759E+02   0.666629E+06   0.542683E+02
   471   0.189784E+04   0.569415E+01  -0.396517E+02   0.663718E+06   0.534782E+02
   472   0.190421E+04   0.562777E+01  -0.389142E+02   0.660825E+06   0.527522E+02
   473   0.191039E+04   0.556436E+01  -0.381563E+02   0.657948E+06   0.520884E+02
   474   0.191646E+04   0.550464E+01  -0.373858E+02   0.655089E+06   0.514850E+02
   475   0.192240E+04   0.544707E+01  -0.365956E+02   0.652246E+06   0.509403E+02
   476   0.192809E+04   0.539386E+01  -0.357883E+02   0.649421E+06   0.504524E+02
   477   0.193359E+04   0.534347E+01  -0.349740E+02   0.646612E+06   0.500196E+02
   478   0.193899E+04   0.529586E+01  -0.341343E+02   0.643819E+06   0.496399E+02
   479   0.194422E+04   0.525249E+01  -0.332943E+02   0.641043E+06   0.493117E+02
   480   0.194927E+04   0.521258E+01  -0.324348E+02   0.638283E+06   0.490330E+02
   481   0.195416E+04   0.517609E+01  -0.315600E+02   0.635539E+06   0.488021E+02
   482   0.195895E+04   0.514372E+01  -0.306762E+02   0.632811E+06   0.486173E+02
   483   0.196343E+04   0.511470E+01  -0.297859E+02   0.630099E+06   0.484765E+02
   484   0.196768E+04   0.508972E+01  -0.288836E+02   0.627403E+06   0.483782E+02
   485   0.197193E+04   0.506801E+01  -0.279711E+02   0.624722E+06   0.483204E+02
   486   0.197595E+04   0.505102E+01  -0.270510E+02   0.622058E+06   0.483013E+02
   487   0.197975E+04   0.503797E+01  -0.261236E+02   0.619408E+06   0.483192E+02
   488   0.198333E+04   0.502807E+01  -0.251886E+02   0.616774E+06   0.483721E+02
   489   0.198677E+04   0.502278E+01  -0.242477E+02   0.614155E+06   0.484584E+02
   490   0.199007E+04   0.502206E+01  -0.233006E+02   0.611551E+06   0.485763E+02
   491   0.199302E+04   0.502512E+01  -0.223507E+02   0.608962E+06   0.487238E+02
   492   0.199591E+04   0.503268E+01  -0.213975E+02   0.606388E+06   0.488992E+02
   493   0.199860E+04   0.504320E+01  -0.204399E+02   0.603829E+06   0.491007E+02
   494   0.200109E+04   0.505963E+01  -0.194819E+02   0.601284E+06   0.493264E+02
   495   0.200331E+04   0.507969E+01  -0.185225E+02   0.598754E+06   0.495746E+02
   496   0.200535E+04   0.510484E+01  -0.175635E+02   0.596239E+06   0.498435E+02
   497   0.200719E+04   0.513430E+01  -0.166044E+02   0.593737E+06   0.501313E+02
   498   0.200886E+04   0.516728E+01  -0.156487E+02   0.591250E+06   0.504360E+02
   499   0.201042E+04   0.520597E+01  -0.146936E+02   0.588777E+06   0.507560E+02
   500   0.201172E+04   0.524812E+01  -0.137440E+02   0.586317E+06   0.510894E+02
   501   0.201271E+04   0.529590E+01  -0.127987E+02   0.583872E+06   0.514348E+02
   502   0.201368E+04   0.534849E+01  -0.118576E+02   0.581440E+06   0.517917E+02
   503   0.201433E+04   0.540506E+01  -0.109226E+02   0.579022E+06   0.521603E+02
   504   0.201474E+04   0.546628E+01  -0.999210E+01   0.576617E+06   0.525406E+02
   505   0.201515E+04   0.553279E+01  -0.906955E+01   0.574226E+06   0.529326E+02
   506   0.201518E+04   0.560391E+01  -0.815252E+01   0.571848E+06   0.533362E+02
   507   0.201514E+04   0.567927E+01  -0.724303E+01   0.569484E+06   0.537515E+02
   508   0.201480E+04   0.575982E+01  -0.634011E+01   0.567133E+06   0.541786E+02
   509   0.201432E+04   0.584450E+01  -0.544654E+01   0.564795E+06   0.546173E+02
   510   0.201356E+04   0.593390E+01  -0.456134E+01   0.562470E+06   0.550679E+02
   511   0.201273E+04   0.602763E+01  -0.368430E+01   0.560158E+06   0.555302E+02
   512   0.201162E+04   0.612605E+01  -0.281671E+01   0.557859E+06   0.560043E+02
   513   0.201039E+04   0.622886E+01  -0.195982E+01   0.555574E+06   0.564901E+02
   514   0.200896E+04   0.633626E+01  -0.111342E+01   0.553300E+06   0.569878E+02
   515   0.200734E+04   0.644810E+01  -0.277302E+00   0.551040E+06   0.574973E+02
   516   0.200553E+04   0.656436E+01   0.547265E+00   0.548792E+06   0.580187E+02
   517   0.200346E+04   0.668511E+01   0.135975E+01   0.546557E+06   0.585519E+02
   518   0.200129E+04   0.681011E+01   0.215964E+01   0.544334E+06   0.590969E+02
   519   0.199901E+04   0.693949E+01   0.294787E+01   0.542124E+06   0.596539E+02
   520   0.199648E+04   0.707311E+01   0.372169E+01   0.539926E+06   0.602227E+02
   521   0.199371E+04   0.721093E+01   0.448132E+01   0.537740E+06   0.608035E+02
   522   0.199077E+04   0.735311E+01   0.522697E+01   0.535566E+06   0.613962E+02
   523   0.198775E+04   0.749941E+01   0.595738E+01   0.533405E+06   0.620009E+02
   524   0.198456E+04   0.764973E+01   0.667200E+01   0.531256E+06   0.626175E+02
   525   0.198108E+04   0.780415E+01   0.737180E+01   0.529118E+06   0.632460E+02
   526   0.197752E+04   0.796258E+01   0.805477E+01   0.526992E+06   0.638866E+02
   527   0.197396E+04   0.812492E+01   0.872037E+01   0.524879E+06   0.645392E+02
   528   0.197011E+04   0.829110E+01   0.936734E+01   0.522776E+06   0.652038E+02
   529   0.196612E+04   0.846133E+01   0.999737E+01   0.520686E+06   0.658804E+02
   530   0.196192E+04   0.863530E+01   0.106070E+02   0.518607E+06   0.665691E+02
   531   0.195781E+04   0.881284E+01   0.111993E+02   0.516539E+06   0.672699E+02
   532   0.195335E+04   0.899416E+01   0.117709E+02   0.514483E+06   0.679827E+02
   533   0.194877E+04   0.917904E+01   0.123220E+02   0.512439E+06   0.687076E+02
   534   0.194408E+04   0.936746E+01   0.128520E+02   0.510405E+06   0.694447E+02
   535   0.193926E+04   0.955941E+01   0.133604E+02   0.508383E+06   0.701939E+02
   536   0.193434E+04   0.975465E+01   0.138474E+02   0.506372E+06   0.709552E+02
   537   0.192938E+04   0.995318E+01   0.143118E+02   0.504372E+06   0.717286E+02
   538   0.192417E+04   0.101550E+02   0.147530E+02   0.502382E+06   0.725143E+02
   539   0.191893E+04   0.103599E+02   0.151705E+02   0.500404E+06   0.733121E+02
   540   0.191359E+04   0.105680E+02   0.155637E+02   0.498436E+06   0.741221E+02
   541   0.190809E+04   0.107790E+02   0.159330E+02   0.496479E+06   0.749444E+02
   542   0.190258E+04   0.109928E+02   0.162762E+02   0.494533E+06   0.757789E+02
   543   0.189691E+04   0.112096E+02   0.165940E+02   0.492597E+06   0.766256E+02
   544   0.189123E+04   0.114291E+02   0.168857E+02   0.490672E+06   0.774846E+02
   545   0.188540E+04   0.116511E+02   0.171509E+02   0.488757E+06   0.783559E+02
   546   0.187957E+04   0.118754E+02   0.173888E+02   0.486853E+06   0.792394E+02
   547   0.187360E+04   0.121022E+02   0.175992E+02   0.484958E+06   0.801353E+02
   548   0.186764E+04   0.123313E+02   0.177814E+02   0.483074E+06   0.810435E+02
   549   0.186161E+04   0.125626E+02   0.179349E+02   0.481200E+06   0.819640E+02
   550   0.185553E+04   0.127961E+02   0.180593E+02   0.479336E+06   0.828969E+02
