#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2160   0.102761E+03  -0.975654E+01   0.309899E-06  -0.975654E+01   0.483044E+01   0.277224E-07   0.309899E-06   0.277224E-07   0.273636E-09
  2161   0.102816E+03  -0.976194E+01   0.308185E-06  -0.976194E+01   0.479184E+01   0.274613E-07   0.308185E-06   0.274613E-07   0.273179E-09
  2162   0.102875E+03  -0.976523E+01   0.306427E-06  -0.976523E+01   0.475313E+01   0.271993E-07   0.306427E-06   0.271993E-07   0.272723E-09
  2163   0.102931E+03  -0.976643E+01   0.304628E-06  -0.976643E+01   0.471418E+01   0.269364E-07   0.304628E-06   0.269364E-07   0.272268E-09
  2164   0.102984E+03  -0.976559E+01   0.302792E-06  -0.976559E+01   0.467511E+01   0.266725E-07   0.302792E-06   0.266725E-07   0.271814E-09
  2165   0.103041E+03  -0.976273E+01   0.300923E-06  -0.976273E+01   0.463610E+01   0.264077E-07   0.300923E-06   0.264077E-07   0.271361E-09
  2166   0.103102E+03  -0.975789E+01   0.299025E-06  -0.975789E+01   0.459679E+01   0.261421E-07   0.299025E-06   0.261421E-07   0.270908E-09
  2167   0.103152E+03  -0.975110E+01   0.297102E-06  -0.975110E+01   0.455737E+01   0.258755E-07   0.297102E-06   0.258755E-07   0.270457E-09
  2168   0.103205E+03  -0.974240E+01   0.295157E-06  -0.974240E+01   0.451802E+01   0.256080E-07   0.295157E-06   0.256080E-07   0.270007E-09
  2169   0.103268E+03  -0.973180E+01   0.293195E-06  -0.973180E+01   0.447847E+01   0.253396E-07   0.293195E-06   0.253396E-07   0.269557E-09
  2170   0.103326E+03  -0.971932E+01   0.291220E-06  -0.971932E+01   0.443897E+01   0.250703E-07   0.291220E-06   0.250703E-07   0.269108E-09
  2171   0.103372E+03  -0.970499E+01   0.289235E-06  -0.970499E+01   0.439933E+01   0.248002E-07   0.289235E-06   0.248002E-07   0.268661E-09
  2172   0.103427E+03  -0.968884E+01   0.287244E-06  -0.968884E+01   0.435974E+01   0.245292E-07   0.287244E-06   0.245292E-07   0.268214E-09
  2173   0.103484E+03  -0.967089E+01   0.285252E-06  -0.967089E+01   0.432006E+01   0.242573E-07   0.285252E-06   0.242573E-07   0.267768E-09
  2174   0.103536E+03  -0.965116E+01   0.283261E-06  -0.965116E+01   0.428056E+01   0.239846E-07   0.283261E-06   0.239846E-07   0.267323E-09
  2175   0.103581E+03  -0.962967E+01   0.281277E-06  -0.962967E+01   0.424096E+01   0.237111E-07   0.281277E-06   0.237111E-07   0.266879E-09
  2176   0.103627E+03  -0.960645E+01   0.279302E-06  -0.960645E+01   0.420130E+01   0.234367E-07   0.279302E-06   0.234367E-07   0.266436E-09
  2177   0.103689E+03  -0.958151E+01   0.277341E-06  -0.958151E+01   0.416183E+01   0.231614E-07   0.277341E-06   0.231614E-07   0.265994E-09
  2178   0.103736E+03  -0.955488E+01   0.275398E-06  -0.955488E+01   0.412235E+01   0.228854E-07   0.275398E-06   0.228854E-07   0.265552E-09
  2179   0.103776E+03  -0.952659E+01   0.273476E-06  -0.952659E+01   0.408298E+01   0.226085E-07   0.273476E-06   0.226085E-07   0.265112E-09
  2180   0.103816E+03  -0.949663E+01   0.271580E-06  -0.949663E+01   0.404366E+01   0.223308E-07   0.271580E-06   0.223308E-07   0.264672E-09
  2181   0.103855E+03  -0.946505E+01   0.269713E-06  -0.946505E+01   0.400451E+01   0.220523E-07   0.269713E-06   0.220523E-07   0.264234E-09
  2182   0.103894E+03  -0.943185E+01   0.267880E-06  -0.943185E+01   0.396547E+01   0.217731E-07   0.267880E-06   0.217731E-07   0.263796E-09
  2183   0.103925E+03  -0.939703E+01   0.266083E-06  -0.939703E+01   0.392658E+01   0.214930E-07   0.266083E-06   0.214930E-07   0.263359E-09
  2184   0.103954E+03  -0.936063E+01   0.264328E-06  -0.936063E+01   0.388779E+01   0.212121E-07   0.264328E-06   0.212121E-07   0.262923E-09
  2185   0.103982E+03  -0.932264E+01   0.262617E-06  -0.932264E+01   0.384913E+01   0.209305E-07   0.262617E-06   0.209305E-07   0.262488E-09
  2186   0.104008E+03  -0.928308E+01   0.260956E-06  -0.928308E+01   0.381078E+01   0.206481E-07   0.260956E-06   0.206481E-07   0.262054E-09
  2187   0.104039E+03  -0.924197E+01   0.259347E-06  -0.924197E+01   0.377255E+01   0.203649E-07   0.259347E-06   0.203649E-07   0.261621E-09
  2188   0.104053E+03  -0.919929E+01   0.257794E-06  -0.919929E+01   0.373462E+01   0.200810E-07   0.257794E-06   0.200810E-07   0.261188E-09
  2189   0.104072E+03  -0.915509E+01   0.256303E-06  -0.915509E+01   0.369687E+01   0.197964E-07   0.256303E-06   0.197964E-07   0.260757E-09
  2190   0.104096E+03  -0.910935E+01   0.254875E-06  -0.910935E+01   0.365932E+01   0.195110E-07   0.254875E-06   0.195110E-07   0.260326E-09
  2191   0.104102E+03  -0.906211E+01   0.253516E-06  -0.906211E+01   0.362217E+01   0.192248E-07   0.253516E-06   0.192248E-07   0.259896E-09
  2192   0.104111E+03  -0.901337E+01   0.252229E-06  -0.901337E+01   0.358513E+01   0.189380E-07   0.252229E-06   0.189380E-07   0.259467E-09
  2193   0.104110E+03  -0.896313E+01   0.251019E-06  -0.896313E+01   0.354846E+01   0.186504E-07   0.251019E-06   0.186504E-07   0.259039E-09
  2194   0.104112E+03  -0.891142E+01   0.249888E-06  -0.891142E+01   0.351220E+01   0.183621E-07   0.249888E-06   0.183621E-07   0.258612E-09
  2195   0.104102E+03  -0.885829E+01   0.248841E-06  -0.885829E+01   0.347622E+01   0.180731E-07   0.248841E-06   0.180731E-07   0.258186E-09
  2196   0.104095E+03  -0.880363E+01   0.247882E-06  -0.880363E+01   0.344056E+01   0.177834E-07   0.247882E-06   0.177834E-07   0.257760E-09
  2197   0.104084E+03  -0.874748E+01   0.247015E-06  -0.874748E+01   0.340531E+01   0.174931E-07   0.247015E-06   0.174931E-07   0.257336E-09
  2198   0.104059E+03  -0.868989E+01   0.246243E-06  -0.868989E+01   0.337044E+01   0.172020E-07   0.246243E-06   0.172020E-07   0.256912E-09
  2199   0.104030E+03  -0.863089E+01   0.245570E-06  -0.863089E+01   0.333597E+01   0.169103E-07   0.245570E-06   0.169103E-07   0.256489E-09
  2200   0.104002E+03  -0.857046E+01   0.245001E-06  -0.857046E+01   0.330194E+01   0.166179E-07   0.245001E-06   0.166179E-07   0.256067E-09
  2201   0.103969E+03  -0.850850E+01   0.244539E-06  -0.850850E+01   0.326844E+01   0.163248E-07   0.244539E-06   0.163248E-07   0.255646E-09
  2202   0.103922E+03  -0.844540E+01   0.244181E-06  -0.844540E+01   0.323527E+01   0.160311E-07   0.244181E-06   0.160311E-07   0.255226E-09
  2203   0.103884E+03  -0.838064E+01   0.243925E-06  -0.838064E+01   0.320265E+01   0.157367E-07   0.243925E-06   0.157367E-07   0.254807E-09
  2204   0.103825E+03  -0.831469E+01   0.243770E-06  -0.831469E+01   0.317044E+01   0.154417E-07   0.243770E-06   0.154417E-07   0.254388E-09
  2205   0.103776E+03  -0.824742E+01   0.243712E-06  -0.824742E+01   0.313858E+01   0.151461E-07   0.243712E-06   0.151461E-07   0.253971E-09
  2206   0.103713E+03  -0.817898E+01   0.243749E-06  -0.817898E+01   0.310723E+01   0.148498E-07   0.243749E-06   0.148498E-07   0.253554E-09
  2207   0.103645E+03  -0.810925E+01   0.243878E-06  -0.810925E+01   0.307631E+01   0.145528E-07   0.243878E-06   0.145528E-07   0.253138E-09
  2208   0.103578E+03  -0.803831E+01   0.244098E-06  -0.803831E+01   0.304592E+01   0.142553E-07   0.244098E-06   0.142553E-07   0.252723E-09
  2209   0.103498E+03  -0.796640E+01   0.244406E-06  -0.796640E+01   0.301583E+01   0.139571E-07   0.244406E-06   0.139571E-07   0.252308E-09
  2210   0.103419E+03  -0.789353E+01   0.244799E-06  -0.789353E+01   0.298619E+01   0.136583E-07   0.244799E-06   0.136583E-07   0.251895E-09
  2211   0.103335E+03  -0.781958E+01   0.245274E-06  -0.781958E+01   0.295711E+01   0.133589E-07   0.245274E-06   0.133589E-07   0.251482E-09
  2212   0.103245E+03  -0.774477E+01   0.245831E-06  -0.774477E+01   0.292828E+01   0.130589E-07   0.245831E-06   0.130589E-07   0.251071E-09
  2213   0.103150E+03  -0.766897E+01   0.246465E-06  -0.766897E+01   0.290000E+01   0.127583E-07   0.246465E-06   0.127583E-07   0.250660E-09
  2214   0.103049E+03  -0.759221E+01   0.247175E-06  -0.759221E+01   0.287215E+01   0.124570E-07   0.247175E-06   0.124570E-07   0.250250E-09
  2215   0.102942E+03  -0.751478E+01   0.247958E-06  -0.751478E+01   0.284479E+01   0.121552E-07   0.247958E-06   0.121552E-07   0.249841E-09
  2216   0.102830E+03  -0.743648E+01   0.248811E-06  -0.743648E+01   0.281773E+01   0.118528E-07   0.248811E-06   0.118528E-07   0.249432E-09
  2217   0.102719E+03  -0.735741E+01   0.249733E-06  -0.735741E+01   0.279117E+01   0.115498E-07   0.249733E-06   0.115498E-07   0.249025E-09
  2218   0.102596E+03  -0.727772E+01   0.250721E-06  -0.727772E+01   0.276500E+01   0.112462E-07   0.250721E-06   0.112462E-07   0.248618E-09
  2219   0.102481E+03  -0.719735E+01   0.251772E-06  -0.719735E+01   0.273928E+01   0.109420E-07   0.251772E-06   0.109420E-07   0.248212E-09
  2220   0.102354E+03  -0.711640E+01   0.252884E-06  -0.711640E+01   0.271411E+01   0.106373E-07   0.252884E-06   0.106373E-07   0.247807E-09
  2221   0.102214E+03  -0.703494E+01   0.254054E-06  -0.703494E+01   0.268933E+01   0.103320E-07   0.254054E-06   0.103320E-07   0.247403E-09
  2222   0.102083E+03  -0.695278E+01   0.255280E-06  -0.695278E+01   0.266496E+01   0.100261E-07   0.255280E-06   0.100261E-07   0.246999E-09
  2223   0.101947E+03  -0.687015E+01   0.256560E-06  -0.687015E+01   0.264101E+01   0.971970E-08   0.256560E-06   0.971970E-08   0.246597E-09
  2224   0.101798E+03  -0.678714E+01   0.257892E-06  -0.678714E+01   0.261763E+01   0.941272E-08   0.257892E-06   0.941272E-08   0.246195E-09
  2225   0.101643E+03  -0.670362E+01   0.259272E-06  -0.670362E+01   0.259468E+01   0.910519E-08   0.259272E-06   0.910519E-08   0.245794E-09
  2226   0.101491E+03  -0.661974E+01   0.260698E-06  -0.661974E+01   0.257210E+01   0.879712E-08   0.260698E-06   0.879712E-08   0.245394E-09
  2227   0.101333E+03  -0.653560E+01   0.262168E-06  -0.653560E+01   0.255003E+01   0.848850E-08   0.262168E-06   0.848850E-08   0.244995E-09
  2228   0.101170E+03  -0.645122E+01   0.263679E-06  -0.645122E+01   0.252835E+01   0.817935E-08   0.263679E-06   0.817935E-08   0.244596E-09
  2229   0.101008E+03  -0.636637E+01   0.265230E-06  -0.636637E+01   0.250721E+01   0.786967E-08   0.265230E-06   0.786967E-08   0.244199E-09
  2230   0.100834E+03  -0.628154E+01   0.266817E-06  -0.628154E+01   0.248654E+01   0.755946E-08   0.266817E-06   0.755946E-08   0.243802E-09
  2231   0.100663E+03  -0.619642E+01   0.268438E-06  -0.619642E+01   0.246634E+01   0.724873E-08   0.268438E-06   0.724873E-08   0.243406E-09
  2232   0.100478E+03  -0.611126E+01   0.270090E-06  -0.611126E+01   0.244663E+01   0.693748E-08   0.270090E-06   0.693748E-08   0.243011E-09
  2233   0.100296E+03  -0.602593E+01   0.271772E-06  -0.602593E+01   0.242742E+01   0.662572E-08   0.271772E-06   0.662572E-08   0.242616E-09
  2234   0.100115E+03  -0.594058E+01   0.273481E-06  -0.594058E+01   0.240871E+01   0.631345E-08   0.273481E-06   0.631345E-08   0.242222E-09
  2235   0.999297E+02  -0.585532E+01   0.275214E-06  -0.585532E+01   0.239059E+01   0.600068E-08   0.275214E-06   0.600068E-08   0.241830E-09
  2236   0.997390E+02  -0.576999E+01   0.276969E-06  -0.576999E+01   0.237291E+01   0.568740E-08   0.276969E-06   0.568740E-08   0.241438E-09
  2237   0.995356E+02  -0.568485E+01   0.278743E-06  -0.568485E+01   0.235568E+01   0.537364E-08   0.278743E-06   0.537364E-08   0.241046E-09
  2238   0.993270E+02  -0.560004E+01   0.280535E-06  -0.560004E+01   0.233906E+01   0.505938E-08   0.280535E-06   0.505938E-08   0.240656E-09
  2239   0.991207E+02  -0.551516E+01   0.282341E-06  -0.551516E+01   0.232298E+01   0.474464E-08   0.282341E-06   0.474464E-08   0.240266E-09
  2240   0.988945E+02  -0.543042E+01   0.284159E-06  -0.543042E+01   0.230746E+01   0.442942E-08   0.284159E-06   0.442942E-08   0.239878E-09
  2241   0.986705E+02  -0.534606E+01   0.285987E-06  -0.534606E+01   0.229241E+01   0.411372E-08   0.285987E-06   0.411372E-08   0.239490E-09
  2242   0.984563E+02  -0.526204E+01   0.287822E-06  -0.526204E+01   0.227794E+01   0.379756E-08   0.287822E-06   0.379756E-08   0.239102E-09
  2243   0.982518E+02  -0.517814E+01   0.289662E-06  -0.517814E+01   0.226404E+01   0.348092E-08   0.289662E-06   0.348092E-08   0.238716E-09
  2244   0.980200E+02  -0.509481E+01   0.291504E-06  -0.509481E+01   0.225071E+01   0.316383E-08   0.291504E-06   0.316383E-08   0.238330E-09
  2245   0.977832E+02  -0.501193E+01   0.293346E-06  -0.501193E+01   0.223791E+01   0.284627E-08   0.293346E-06   0.284627E-08   0.237946E-09
  2246   0.975413E+02  -0.492958E+01   0.295186E-06  -0.492958E+01   0.222578E+01   0.252827E-08   0.295186E-06   0.252827E-08   0.237561E-09
  2247   0.973019E+02  -0.484779E+01   0.297021E-06  -0.484779E+01   0.221425E+01   0.220981E-08   0.297021E-06   0.220981E-08   0.237178E-09
  2248   0.970500E+02  -0.476655E+01   0.298848E-06  -0.476655E+01   0.220326E+01   0.189092E-08   0.298848E-06   0.189092E-08   0.236796E-09
  2249   0.967932E+02  -0.468582E+01   0.300666E-06  -0.468582E+01   0.219297E+01   0.157158E-08   0.300666E-06   0.157158E-08   0.236414E-09
  2250   0.965389E+02  -0.460598E+01   0.302471E-06  -0.460598E+01   0.218323E+01   0.125181E-08   0.302471E-06   0.125181E-08   0.236033E-09
  2251   0.962722E+02  -0.452667E+01   0.304262E-06  -0.452667E+01   0.217420E+01   0.931630E-09   0.304262E-06   0.931630E-09   0.235653E-09
  2252   0.960008E+02  -0.444823E+01   0.306037E-06  -0.444823E+01   0.216572E+01   0.611152E-09   0.306037E-06   0.611152E-09   0.235274E-09
  2253   0.957324E+02  -0.437048E+01   0.307794E-06  -0.437048E+01   0.215791E+01   0.290505E-09   0.307794E-06   0.290505E-09   0.234895E-09
  2254   0.954598E+02  -0.429348E+01   0.309534E-06  -0.429348E+01   0.215070E+01  -0.301802E-10   0.309534E-06  -0.301802E-10   0.234517E-09
  2255   0.951756E+02  -0.421719E+01   0.311253E-06  -0.421719E+01   0.214413E+01  -0.350774E-09   0.311253E-06  -0.350774E-09   0.234140E-09
  2256   0.948951E+02  -0.414173E+01   0.312952E-06  -0.414173E+01   0.213805E+01  -0.671145E-09   0.312952E-06  -0.671145E-09   0.233764E-09
  2257   0.946036E+02  -0.406700E+01   0.314629E-06  -0.406700E+01   0.213258E+01  -0.991164E-09   0.314629E-06  -0.991164E-09   0.233388E-09
  2258   0.943087E+02  -0.399296E+01   0.316282E-06  -0.399296E+01   0.212764E+01  -0.131070E-08   0.316282E-06  -0.131070E-08   0.233014E-09
  2259   0.940181E+02  -0.391996E+01   0.317911E-06  -0.391996E+01   0.212321E+01  -0.162962E-08   0.317911E-06  -0.162962E-08   0.232640E-09
  2260   0.937171E+02  -0.384760E+01   0.319513E-06  -0.384760E+01   0.211934E+01  -0.194780E-08   0.319513E-06  -0.194780E-08   0.232266E-09
  2261   0.934135E+02  -0.377592E+01   0.321089E-06  -0.377592E+01   0.211595E+01  -0.226511E-08   0.321089E-06  -0.226511E-08   0.231894E-09
  2262   0.931073E+02  -0.370504E+01   0.322636E-06  -0.370504E+01   0.211317E+01  -0.258141E-08   0.322636E-06  -0.258141E-08   0.231522E-09
  2263   0.927989E+02  -0.363509E+01   0.324154E-06  -0.363509E+01   0.211084E+01  -0.289658E-08   0.324154E-06  -0.289658E-08   0.231151E-09
  2264   0.924811E+02  -0.356565E+01   0.325641E-06  -0.356565E+01   0.210894E+01  -0.321048E-08   0.325641E-06  -0.321048E-08   0.230781E-09
  2265   0.921540E+02  -0.349715E+01   0.327096E-06  -0.349715E+01   0.210760E+01  -0.352299E-08   0.327096E-06  -0.352299E-08   0.230412E-09
  2266   0.918327E+02  -0.342955E+01   0.328517E-06  -0.342955E+01   0.210673E+01  -0.383397E-08   0.328517E-06  -0.383397E-08   0.230043E-09
  2267   0.915176E+02  -0.336246E+01   0.329904E-06  -0.336246E+01   0.210632E+01  -0.414329E-08   0.329904E-06  -0.414329E-08   0.229675E-09
  2268   0.911938E+02  -0.329680E+01   0.331256E-06  -0.329680E+01   0.210627E+01  -0.445083E-08   0.331256E-06  -0.445083E-08   0.229308E-09
  2269   0.908617E+02  -0.323234E+01   0.332570E-06  -0.323234E+01   0.210672E+01  -0.475646E-08   0.332570E-06  -0.475646E-08   0.228941E-09
  2270   0.905289E+02  -0.316851E+01   0.333846E-06  -0.316851E+01   0.210765E+01  -0.506003E-08   0.333846E-06  -0.506003E-08   0.228576E-09
  2271   0.902031E+02  -0.310537E+01   0.335082E-06  -0.310537E+01   0.210897E+01  -0.536143E-08   0.335082E-06  -0.536143E-08   0.228211E-09
  2272   0.898696E+02  -0.304295E+01   0.336278E-06  -0.304295E+01   0.211075E+01  -0.566052E-08   0.336278E-06  -0.566052E-08   0.227847E-09
  2273   0.895286E+02  -0.298131E+01   0.337432E-06  -0.298131E+01   0.211273E+01  -0.595718E-08   0.337432E-06  -0.595718E-08   0.227483E-09
  2274   0.891952E+02  -0.292123E+01   0.338542E-06  -0.292123E+01   0.211521E+01  -0.625127E-08   0.338542E-06  -0.625127E-08   0.227121E-09
  2275   0.888474E+02  -0.286200E+01   0.339608E-06  -0.286200E+01   0.211817E+01  -0.654265E-08   0.339608E-06  -0.654265E-08   0.226759E-09
  2276   0.885152E+02  -0.280295E+01   0.340629E-06  -0.280295E+01   0.212143E+01  -0.683121E-08   0.340629E-06  -0.683121E-08   0.226397E-09
  2277   0.881763E+02  -0.274558E+01   0.341602E-06  -0.274558E+01   0.212507E+01  -0.711681E-08   0.341602E-06  -0.711681E-08   0.226037E-09
  2278   0.878237E+02  -0.268995E+01   0.342528E-06  -0.268995E+01   0.212913E+01  -0.739932E-08   0.342528E-06  -0.739932E-08   0.225677E-09
  2279   0.874798E+02  -0.263463E+01   0.343403E-06  -0.263463E+01   0.213346E+01  -0.767861E-08   0.343403E-06  -0.767861E-08   0.225318E-09
  2280   0.871300E+02  -0.258113E+01   0.344229E-06  -0.258113E+01   0.213826E+01  -0.795455E-08   0.344229E-06  -0.795455E-08   0.224960E-09
  2281   0.867820E+02  -0.252801E+01   0.345002E-06  -0.252801E+01   0.214322E+01  -0.822701E-08   0.345002E-06  -0.822701E-08   0.224602E-09
  2282   0.864285E+02  -0.247607E+01   0.345722E-06  -0.247607E+01   0.214869E+01  -0.849586E-08   0.345722E-06  -0.849586E-08   0.224245E-09
  2283   0.860697E+02  -0.242535E+01   0.346388E-06  -0.242535E+01   0.215436E+01  -0.876097E-08   0.346388E-06  -0.876097E-08   0.223889E-09
  2284   0.857209E+02  -0.237515E+01   0.346998E-06  -0.237515E+01   0.216051E+01  -0.902221E-08   0.346998E-06  -0.902221E-08   0.223534E-09
  2285   0.853672E+02  -0.232700E+01   0.347551E-06  -0.232700E+01   0.216691E+01  -0.927944E-08   0.347551E-06  -0.927944E-08   0.223179E-09
  2286   0.849941E+02  -0.228020E+01   0.348046E-06  -0.228020E+01   0.217353E+01  -0.953255E-08   0.348046E-06  -0.953255E-08   0.222825E-09
  2287   0.846242E+02  -0.223406E+01   0.348482E-06  -0.223406E+01   0.218058E+01  -0.978139E-08   0.348482E-06  -0.978139E-08   0.222472E-09
  2288   0.842798E+02  -0.218936E+01   0.348857E-06  -0.218936E+01   0.218783E+01  -0.100258E-07   0.348857E-06  -0.100258E-07   0.222119E-09
  2289   0.839166E+02  -0.214615E+01   0.349171E-06  -0.214615E+01   0.219548E+01  -0.102658E-07   0.349171E-06  -0.102658E-07   0.221768E-09
  2290   0.835573E+02  -0.210372E+01   0.349421E-06  -0.210372E+01   0.220329E+01  -0.105010E-07   0.349421E-06  -0.105010E-07   0.221416E-09
  2291   0.832093E+02  -0.206361E+01   0.349607E-06  -0.206361E+01   0.221139E+01  -0.107315E-07   0.349607E-06  -0.107315E-07   0.221066E-09
  2292   0.828729E+02  -0.202439E+01   0.349728E-06  -0.202439E+01   0.221985E+01  -0.109571E-07   0.349728E-06  -0.109571E-07   0.220716E-09
  2293   0.825113E+02  -0.198682E+01   0.349781E-06  -0.198682E+01   0.222850E+01  -0.111776E-07   0.349781E-06  -0.111776E-07   0.220367E-09
  2294   0.821543E+02  -0.195023E+01   0.349767E-06  -0.195023E+01   0.223747E+01  -0.113930E-07   0.349767E-06  -0.113930E-07   0.220019E-09
  2295   0.818022E+02  -0.191539E+01   0.349683E-06  -0.191539E+01   0.224652E+01  -0.116030E-07   0.349683E-06  -0.116030E-07   0.219672E-09
  2296   0.814329E+02  -0.188160E+01   0.349529E-06  -0.188160E+01   0.225609E+01  -0.118076E-07   0.349529E-06  -0.118076E-07   0.219325E-09
  2297   0.810838E+02  -0.185040E+01   0.349304E-06  -0.185040E+01   0.226578E+01  -0.120067E-07   0.349304E-06  -0.120067E-07   0.218979E-09
  2298   0.807327E+02  -0.182035E+01   0.349005E-06  -0.182035E+01   0.227580E+01  -0.122000E-07   0.349005E-06  -0.122000E-07   0.218633E-09
  2299   0.803726E+02  -0.179149E+01   0.348632E-06  -0.179149E+01   0.228598E+01  -0.123876E-07   0.348632E-06  -0.123876E-07   0.218288E-09
  2300   0.800259E+02  -0.176461E+01   0.348183E-06  -0.176461E+01   0.229632E+01  -0.125691E-07   0.348183E-06  -0.125691E-07   0.217944E-09
  2301   0.796557E+02  -0.173973E+01   0.347659E-06  -0.173973E+01   0.230694E+01  -0.127447E-07   0.347659E-06  -0.127447E-07   0.217601E-09
  2302   0.792993E+02  -0.171685E+01   0.347061E-06  -0.171685E+01   0.231790E+01  -0.129142E-07   0.347061E-06  -0.129142E-07   0.217258E-09
  2303   0.789569E+02  -0.169446E+01   0.346393E-06  -0.169446E+01   0.232888E+01  -0.130780E-07   0.346393E-06  -0.130780E-07   0.216916E-09
  2304   0.785989E+02  -0.167400E+01   0.345659E-06  -0.167400E+01   0.234015E+01  -0.132360E-07   0.345659E-06  -0.132360E-07   0.216575E-09
  2305   0.782479E+02  -0.165546E+01   0.344862E-06  -0.165546E+01   0.235162E+01  -0.133885E-07   0.344862E-06  -0.133885E-07   0.216234E-09
  2306   0.778965E+02  -0.163807E+01   0.344006E-06  -0.163807E+01   0.236320E+01  -0.135355E-07   0.344006E-06  -0.135355E-07   0.215895E-09
  2307   0.775227E+02  -0.162327E+01   0.343093E-06  -0.162327E+01   0.237502E+01  -0.136772E-07   0.343093E-06  -0.136772E-07   0.215555E-09
  2308   0.771787E+02  -0.160883E+01   0.342127E-06  -0.160883E+01   0.238697E+01  -0.138137E-07   0.342127E-06  -0.138137E-07   0.215217E-09
  2309   0.768497E+02  -0.159618E+01   0.341112E-06  -0.159618E+01   0.239904E+01  -0.139452E-07   0.341112E-06  -0.139452E-07   0.214879E-09
  2310   0.765063E+02  -0.158458E+01   0.340050E-06  -0.158458E+01   0.241135E+01  -0.140717E-07   0.340050E-06  -0.140717E-07   0.214542E-09
  2311   0.761560E+02  -0.157472E+01   0.338947E-06  -0.157472E+01   0.242359E+01  -0.141934E-07   0.338947E-06  -0.141934E-07   0.214205E-09
  2312   0.758138E+02  -0.156659E+01   0.337804E-06  -0.156659E+01   0.243612E+01  -0.143104E-07   0.337804E-06  -0.143104E-07   0.213870E-09
  2313   0.754652E+02  -0.155941E+01   0.336625E-06  -0.155941E+01   0.244875E+01  -0.144229E-07   0.336625E-06  -0.144229E-07   0.213534E-09
  2314   0.751251E+02  -0.155316E+01   0.335414E-06  -0.155316E+01   0.246146E+01  -0.145310E-07   0.335414E-06  -0.145310E-07   0.213200E-09
  2315   0.747864E+02  -0.154855E+01   0.334174E-06  -0.154855E+01   0.247425E+01  -0.146348E-07   0.334174E-06  -0.146348E-07   0.212866E-09
  2316   0.744416E+02  -0.154556E+01   0.332909E-06  -0.154556E+01   0.248716E+01  -0.147345E-07   0.332909E-06  -0.147345E-07   0.212533E-09
  2317   0.741059E+02  -0.154341E+01   0.331621E-06  -0.154341E+01   0.250016E+01  -0.148301E-07   0.331621E-06  -0.148301E-07   0.212201E-09
  2318   0.737721E+02  -0.154356E+01   0.330315E-06  -0.154356E+01   0.251318E+01  -0.149217E-07   0.330315E-06  -0.149217E-07   0.211869E-09
  2319   0.734328E+02  -0.154451E+01   0.328994E-06  -0.154451E+01   0.252625E+01  -0.150097E-07   0.328994E-06  -0.150097E-07   0.211538E-09
  2320   0.731032E+02  -0.154622E+01   0.327660E-06  -0.154622E+01   0.253943E+01  -0.150939E-07   0.327660E-06  -0.150939E-07   0.211207E-09
  2321   0.727833E+02  -0.154867E+01   0.326319E-06  -0.154867E+01   0.255256E+01  -0.151747E-07   0.326319E-06  -0.151747E-07   0.210878E-09
  2322   0.724512E+02  -0.155256E+01   0.324972E-06  -0.155256E+01   0.256583E+01  -0.152521E-07   0.324972E-06  -0.152521E-07   0.210549E-09
  2323   0.721143E+02  -0.155789E+01   0.323624E-06  -0.155789E+01   0.257901E+01  -0.153262E-07   0.323624E-06  -0.153262E-07   0.210220E-09
  2324   0.717952E+02  -0.156461E+01   0.322277E-06  -0.156461E+01   0.259236E+01  -0.153971E-07   0.322277E-06  -0.153971E-07   0.209893E-09
  2325   0.714717E+02  -0.157196E+01   0.320936E-06  -0.157196E+01   0.260557E+01  -0.154651E-07   0.320936E-06  -0.154651E-07   0.209565E-09
  2326   0.711515E+02  -0.158140E+01   0.319603E-06  -0.158140E+01   0.261885E+01  -0.155302E-07   0.319603E-06  -0.155302E-07   0.209239E-09
  2327   0.708348E+02  -0.159066E+01   0.318282E-06  -0.159066E+01   0.263194E+01  -0.155925E-07   0.318282E-06  -0.155925E-07   0.208913E-09
  2328   0.705365E+02  -0.160122E+01   0.316977E-06  -0.160122E+01   0.264520E+01  -0.156523E-07   0.316977E-06  -0.156523E-07   0.208588E-09
  2329   0.702272E+02  -0.161304E+01   0.315691E-06  -0.161304E+01   0.265832E+01  -0.157095E-07   0.315691E-06  -0.157095E-07   0.208264E-09
  2330   0.699144E+02  -0.162609E+01   0.314427E-06  -0.162609E+01   0.267141E+01  -0.157644E-07   0.314427E-06  -0.157644E-07   0.207940E-09
  2331   0.695984E+02  -0.163961E+01   0.313189E-06  -0.163961E+01   0.268454E+01  -0.158170E-07   0.313189E-06  -0.158170E-07   0.207617E-09
  2332   0.692941E+02  -0.165505E+01   0.311979E-06  -0.165505E+01   0.269753E+01  -0.158675E-07   0.311979E-06  -0.158675E-07   0.207294E-09
  2333   0.689943E+02  -0.167091E+01   0.310803E-06  -0.167091E+01   0.271044E+01  -0.159161E-07   0.310803E-06  -0.159161E-07   0.206973E-09
  2334   0.686770E+02  -0.168789E+01   0.309662E-06  -0.168789E+01   0.272309E+01  -0.159628E-07   0.309662E-06  -0.159628E-07   0.206652E-09
  2335   0.683794E+02  -0.170597E+01   0.308560E-06  -0.170597E+01   0.273585E+01  -0.160078E-07   0.308560E-06  -0.160078E-07   0.206331E-09
