#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  4998   0.719751E-01  -0.116606E-02   0.382244E-07  -0.116606E-02   0.188593E-02   0.621173E-10   0.382244E-07   0.621173E-10   0.221158E-10
  4999   0.716987E-01  -0.115883E-02   0.381988E-07  -0.115883E-02   0.188376E-02   0.617903E-10   0.381988E-07   0.617903E-10   0.220998E-10
  5000   0.714157E-01  -0.115202E-02   0.381731E-07  -0.115202E-02   0.188191E-02   0.614649E-10   0.381731E-07   0.614649E-10   0.220838E-10
  5001   0.711484E-01  -0.114527E-02   0.381475E-07  -0.114527E-02   0.188001E-02   0.611411E-10   0.381475E-07   0.611411E-10   0.220678E-10
  5002   0.708672E-01  -0.113878E-02   0.381219E-07  -0.113878E-02   0.187829E-02   0.608191E-10   0.381219E-07   0.608191E-10   0.220519E-10
  5003   0.706017E-01  -0.113257E-02   0.380964E-07  -0.113257E-02   0.187674E-02   0.604987E-10   0.380964E-07   0.604987E-10   0.220359E-10
  5004   0.703295E-01  -0.112649E-02   0.380709E-07  -0.112649E-02   0.187521E-02   0.601800E-10   0.380709E-07   0.601800E-10   0.220200E-10
  5005   0.700583E-01  -0.112075E-02   0.380455E-07  -0.112075E-02   0.187386E-02   0.598630E-10   0.380455E-07   0.598630E-10   0.220041E-10
  5006   0.697953E-01  -0.111513E-02   0.380201E-07  -0.111513E-02   0.187261E-02   0.595477E-10   0.380201E-07   0.595477E-10   0.219882E-10
  5007   0.695331E-01  -0.110987E-02   0.379948E-07  -0.110987E-02   0.187139E-02   0.592341E-10   0.379948E-07   0.592341E-10   0.219723E-10
  5008   0.692570E-01  -0.110488E-02   0.379694E-07  -0.110488E-02   0.187049E-02   0.589221E-10   0.379694E-07   0.589221E-10   0.219564E-10
  5009   0.689965E-01  -0.110001E-02   0.379442E-07  -0.110001E-02   0.186954E-02   0.586119E-10   0.379442E-07   0.586119E-10   0.219405E-10
  5010   0.687294E-01  -0.109543E-02   0.379190E-07  -0.109543E-02   0.186870E-02   0.583032E-10   0.379190E-07   0.583032E-10   0.219247E-10
  5011   0.684557E-01  -0.109111E-02   0.378938E-07  -0.109111E-02   0.186803E-02   0.579963E-10   0.378938E-07   0.579963E-10   0.219088E-10
  5012   0.681977E-01  -0.108715E-02   0.378686E-07  -0.108715E-02   0.186746E-02   0.576909E-10   0.378686E-07   0.576909E-10   0.218930E-10
  5013   0.679331E-01  -0.108332E-02   0.378435E-07  -0.108332E-02   0.186706E-02   0.573873E-10   0.378435E-07   0.573873E-10   0.218772E-10
  5014   0.676693E-01  -0.107983E-02   0.378185E-07  -0.107983E-02   0.186670E-02   0.570852E-10   0.378185E-07   0.570852E-10   0.218614E-10
  5015   0.674063E-01  -0.107663E-02   0.377935E-07  -0.107663E-02   0.186636E-02   0.567849E-10   0.377935E-07   0.567849E-10   0.218456E-10
  5016   0.671441E-01  -0.107363E-02   0.377685E-07  -0.107363E-02   0.186619E-02   0.564861E-10   0.377685E-07   0.564861E-10   0.218298E-10
  5017   0.668902E-01  -0.107106E-02   0.377436E-07  -0.107106E-02   0.186606E-02   0.561890E-10   0.377436E-07   0.561890E-10   0.218140E-10
  5018   0.666296E-01  -0.106862E-02   0.377187E-07  -0.106862E-02   0.186602E-02   0.558935E-10   0.377187E-07   0.558935E-10   0.217983E-10
  5019   0.663699E-01  -0.106668E-02   0.376938E-07  -0.106668E-02   0.186609E-02   0.555997E-10   0.376938E-07   0.555997E-10   0.217825E-10
  5020   0.661183E-01  -0.106479E-02   0.376690E-07  -0.106479E-02   0.186626E-02   0.553074E-10   0.376690E-07   0.553074E-10   0.217668E-10
  5021   0.658601E-01  -0.106319E-02   0.376443E-07  -0.106319E-02   0.186654E-02   0.550168E-10   0.376443E-07   0.550168E-10   0.217511E-10
  5022   0.656176E-01  -0.106194E-02   0.376196E-07  -0.106194E-02   0.186684E-02   0.547278E-10   0.376196E-07   0.547278E-10   0.217353E-10
  5023   0.653610E-01  -0.106098E-02   0.375949E-07  -0.106098E-02   0.186717E-02   0.544403E-10   0.375949E-07   0.544403E-10   0.217196E-10
  5024   0.651126E-01  -0.106037E-02   0.375702E-07  -0.106037E-02   0.186760E-02   0.541545E-10   0.375702E-07   0.541545E-10   0.217040E-10
  5025   0.648724E-01  -0.106005E-02   0.375456E-07  -0.106005E-02   0.186828E-02   0.538703E-10   0.375456E-07   0.538703E-10   0.216883E-10
  5026   0.646106E-01  -0.105993E-02   0.375211E-07  -0.105993E-02   0.186885E-02   0.535877E-10   0.375211E-07   0.535877E-10   0.216726E-10
  5027   0.643646E-01  -0.106024E-02   0.374966E-07  -0.106024E-02   0.186959E-02   0.533066E-10   0.374966E-07   0.533066E-10   0.216570E-10
  5028   0.641267E-01  -0.106077E-02   0.374721E-07  -0.106077E-02   0.187043E-02   0.530272E-10   0.374721E-07   0.530272E-10   0.216413E-10
  5029   0.638747E-01  -0.106165E-02   0.374477E-07  -0.106165E-02   0.187116E-02   0.527493E-10   0.374477E-07   0.527493E-10   0.216257E-10
  5030   0.636383E-01  -0.106267E-02   0.374233E-07  -0.106267E-02   0.187206E-02   0.524730E-10   0.374233E-07   0.524730E-10   0.216101E-10
  5031   0.633952E-01  -0.106419E-02   0.373989E-07  -0.106419E-02   0.187315E-02   0.521983E-10   0.373989E-07   0.521983E-10   0.215945E-10
  5032   0.631529E-01  -0.106593E-02   0.373746E-07  -0.106593E-02   0.187404E-02   0.519251E-10   0.373746E-07   0.519251E-10   0.215789E-10
  5033   0.629188E-01  -0.106788E-02   0.373503E-07  -0.106788E-02   0.187510E-02   0.516535E-10   0.373503E-07   0.516535E-10   0.215633E-10
  5034   0.626780E-01  -0.107034E-02   0.373261E-07  -0.107034E-02   0.187627E-02   0.513834E-10   0.373261E-07   0.513834E-10   0.215477E-10
  5035   0.624454E-01  -0.107302E-02   0.373019E-07  -0.107302E-02   0.187740E-02   0.511149E-10   0.373019E-07   0.511149E-10   0.215322E-10
  5036   0.622060E-01  -0.107605E-02   0.372777E-07  -0.107605E-02   0.187863E-02   0.508480E-10   0.372777E-07   0.508480E-10   0.215166E-10
  5037   0.619674E-01  -0.107922E-02   0.372536E-07  -0.107922E-02   0.187989E-02   0.505825E-10   0.372536E-07   0.505825E-10   0.215011E-10
  5038   0.617444E-01  -0.108291E-02   0.372295E-07  -0.108291E-02   0.188126E-02   0.503187E-10   0.372295E-07   0.503187E-10   0.214856E-10
  5039   0.615147E-01  -0.108674E-02   0.372055E-07  -0.108674E-02   0.188266E-02   0.500563E-10   0.372055E-07   0.500563E-10   0.214701E-10
  5040   0.612931E-01  -0.109085E-02   0.371815E-07  -0.109085E-02   0.188401E-02   0.497955E-10   0.371815E-07   0.497955E-10   0.214546E-10
  5041   0.610574E-01  -0.109540E-02   0.371576E-07  -0.109540E-02   0.188539E-02   0.495362E-10   0.371576E-07   0.495362E-10   0.214391E-10
  5042   0.608299E-01  -0.110025E-02   0.371336E-07  -0.110025E-02   0.188688E-02   0.492785E-10   0.371336E-07   0.492785E-10   0.214236E-10
  5043   0.606030E-01  -0.110531E-02   0.371098E-07  -0.110531E-02   0.188840E-02   0.490222E-10   0.371098E-07   0.490222E-10   0.214082E-10
  5044   0.603918E-01  -0.111073E-02   0.370859E-07  -0.111073E-02   0.188995E-02   0.487675E-10   0.370859E-07   0.487675E-10   0.213927E-10
  5045   0.601663E-01  -0.111630E-02   0.370621E-07  -0.111630E-02   0.189146E-02   0.485142E-10   0.370621E-07   0.485142E-10   0.213773E-10
  5046   0.599416E-01  -0.112231E-02   0.370384E-07  -0.112231E-02   0.189315E-02   0.482625E-10   0.370384E-07   0.482625E-10   0.213618E-10
  5047   0.597324E-01  -0.112854E-02   0.370147E-07  -0.112854E-02   0.189472E-02   0.480123E-10   0.370147E-07   0.480123E-10   0.213464E-10
  5048   0.595016E-01  -0.113506E-02   0.369910E-07  -0.113506E-02   0.189632E-02   0.477635E-10   0.369910E-07   0.477635E-10   0.213310E-10
  5049   0.592938E-01  -0.114180E-02   0.369673E-07  -0.114180E-02   0.189796E-02   0.475163E-10   0.369673E-07   0.475163E-10   0.213156E-10
  5050   0.590793E-01  -0.114899E-02   0.369437E-07  -0.114899E-02   0.189963E-02   0.472705E-10   0.369437E-07   0.472705E-10   0.213003E-10
  5051   0.588729E-01  -0.115632E-02   0.369202E-07  -0.115632E-02   0.190125E-02   0.470262E-10   0.369202E-07   0.470262E-10   0.212849E-10
  5052   0.586597E-01  -0.116401E-02   0.368966E-07  -0.116401E-02   0.190291E-02   0.467834E-10   0.368966E-07   0.467834E-10   0.212695E-10
  5053   0.584472E-01  -0.117201E-02   0.368731E-07  -0.117201E-02   0.190467E-02   0.465421E-10   0.368731E-07   0.465421E-10   0.212542E-10
  5054   0.582353E-01  -0.118015E-02   0.368497E-07  -0.118015E-02   0.190639E-02   0.463022E-10   0.368497E-07   0.463022E-10   0.212389E-10
  5055   0.580390E-01  -0.118866E-02   0.368263E-07  -0.118866E-02   0.190807E-02   0.460638E-10   0.368263E-07   0.460638E-10   0.212236E-10
  5056   0.578211E-01  -0.119732E-02   0.368029E-07  -0.119732E-02   0.190979E-02   0.458269E-10   0.368029E-07   0.458269E-10   0.212082E-10
  5057   0.576335E-01  -0.120628E-02   0.367796E-07  -0.120628E-02   0.191153E-02   0.455914E-10   0.367796E-07   0.455914E-10   0.211930E-10
  5058   0.574318E-01  -0.121546E-02   0.367563E-07  -0.121546E-02   0.191324E-02   0.453573E-10   0.367563E-07   0.453573E-10   0.211777E-10
  5059   0.572307E-01  -0.122494E-02   0.367330E-07  -0.122494E-02   0.191490E-02   0.451247E-10   0.367330E-07   0.451247E-10   0.211624E-10
  5060   0.570377E-01  -0.123472E-02   0.367098E-07  -0.123472E-02   0.191652E-02   0.448936E-10   0.367098E-07   0.448936E-10   0.211471E-10
  5061   0.568453E-01  -0.124465E-02   0.366866E-07  -0.124465E-02   0.191825E-02   0.446638E-10   0.366866E-07   0.446638E-10   0.211319E-10
  5062   0.566536E-01  -0.125487E-02   0.366635E-07  -0.125487E-02   0.191994E-02   0.444355E-10   0.366635E-07   0.444355E-10   0.211167E-10
  5063   0.564550E-01  -0.126533E-02   0.366403E-07  -0.126533E-02   0.192166E-02   0.442087E-10   0.366403E-07   0.442087E-10   0.211014E-10
  5064   0.562720E-01  -0.127601E-02   0.366173E-07  -0.127601E-02   0.192327E-02   0.439832E-10   0.366173E-07   0.439832E-10   0.210862E-10
  5065   0.560822E-01  -0.128699E-02   0.365942E-07  -0.128699E-02   0.192484E-02   0.437592E-10   0.365942E-07   0.437592E-10   0.210710E-10
  5066   0.558930E-01  -0.129798E-02   0.365712E-07  -0.129798E-02   0.192652E-02   0.435366E-10   0.365712E-07   0.435366E-10   0.210558E-10
  5067   0.557118E-01  -0.130934E-02   0.365483E-07  -0.130934E-02   0.192808E-02   0.433154E-10   0.365483E-07   0.433154E-10   0.210407E-10
  5068   0.555313E-01  -0.132093E-02   0.365254E-07  -0.132093E-02   0.192968E-02   0.430956E-10   0.365254E-07   0.430956E-10   0.210255E-10
  5069   0.553365E-01  -0.133275E-02   0.365025E-07  -0.133275E-02   0.193116E-02   0.428772E-10   0.365025E-07   0.428772E-10   0.210103E-10
  5070   0.551721E-01  -0.134464E-02   0.364796E-07  -0.134464E-02   0.193268E-02   0.426602E-10   0.364796E-07   0.426602E-10   0.209952E-10
  5071   0.550009E-01  -0.135677E-02   0.364568E-07  -0.135677E-02   0.193415E-02   0.424446E-10   0.364568E-07   0.424446E-10   0.209801E-10
  5072   0.548154E-01  -0.136913E-02   0.364340E-07  -0.136913E-02   0.193559E-02   0.422303E-10   0.364340E-07   0.422303E-10   0.209650E-10
  5073   0.546453E-01  -0.138172E-02   0.364113E-07  -0.138172E-02   0.193699E-02   0.420175E-10   0.364113E-07   0.420175E-10   0.209499E-10
  5074   0.544759E-01  -0.139447E-02   0.363886E-07  -0.139447E-02   0.193835E-02   0.418060E-10   0.363886E-07   0.418060E-10   0.209348E-10
  5075   0.543070E-01  -0.140729E-02   0.363659E-07  -0.140729E-02   0.193967E-02   0.415959E-10   0.363659E-07   0.415959E-10   0.209197E-10
  5076   0.541536E-01  -0.142050E-02   0.363433E-07  -0.142050E-02   0.194095E-02   0.413872E-10   0.363433E-07   0.413872E-10   0.209046E-10
  5077   0.539785E-01  -0.143380E-02   0.363207E-07  -0.143380E-02   0.194227E-02   0.411798E-10   0.363207E-07   0.411798E-10   0.208896E-10
  5078   0.538115E-01  -0.144702E-02   0.362981E-07  -0.144702E-02   0.194347E-02   0.409738E-10   0.362981E-07   0.409738E-10   0.208745E-10
  5079   0.536524E-01  -0.146063E-02   0.362756E-07  -0.146063E-02   0.194449E-02   0.407692E-10   0.362756E-07   0.407692E-10   0.208595E-10
  5080   0.535013E-01  -0.147425E-02   0.362531E-07  -0.147425E-02   0.194562E-02   0.405659E-10   0.362531E-07   0.405659E-10   0.208444E-10
  5081   0.533434E-01  -0.148818E-02   0.362307E-07  -0.148818E-02   0.194678E-02   0.403640E-10   0.362307E-07   0.403640E-10   0.208294E-10
  5082   0.531786E-01  -0.150205E-02   0.362083E-07  -0.150205E-02   0.194768E-02   0.401634E-10   0.362083E-07   0.401634E-10   0.208144E-10
  5083   0.530218E-01  -0.151623E-02   0.361859E-07  -0.151623E-02   0.194870E-02   0.399641E-10   0.361859E-07   0.399641E-10   0.207995E-10
  5084   0.528731E-01  -0.153041E-02   0.361635E-07  -0.153041E-02   0.194960E-02   0.397662E-10   0.361635E-07   0.397662E-10   0.207845E-10
  5085   0.527174E-01  -0.154476E-02   0.361412E-07  -0.154476E-02   0.195054E-02   0.395696E-10   0.361412E-07   0.395696E-10   0.207695E-10
  5086   0.525623E-01  -0.155913E-02   0.361189E-07  -0.155913E-02   0.195129E-02   0.393743E-10   0.361189E-07   0.393743E-10   0.207546E-10
  5087   0.524152E-01  -0.157373E-02   0.360967E-07  -0.157373E-02   0.195208E-02   0.391803E-10   0.360967E-07   0.391803E-10   0.207396E-10
  5088   0.522760E-01  -0.158849E-02   0.360745E-07  -0.158849E-02   0.195275E-02   0.389877E-10   0.360745E-07   0.389877E-10   0.207247E-10
  5089   0.521300E-01  -0.160320E-02   0.360523E-07  -0.160320E-02   0.195347E-02   0.387963E-10   0.360523E-07   0.387963E-10   0.207098E-10
  5090   0.519920E-01  -0.161814E-02   0.360302E-07  -0.161814E-02   0.195407E-02   0.386063E-10   0.360302E-07   0.386063E-10   0.206949E-10
  5091   0.518470E-01  -0.163302E-02   0.360081E-07  -0.163302E-02   0.195456E-02   0.384176E-10   0.360081E-07   0.384176E-10   0.206800E-10
  5092   0.517100E-01  -0.164807E-02   0.359860E-07  -0.164807E-02   0.195494E-02   0.382302E-10   0.359860E-07   0.382302E-10   0.206651E-10
  5093   0.515736E-01  -0.166307E-02   0.359640E-07  -0.166307E-02   0.195536E-02   0.380440E-10   0.359640E-07   0.380440E-10   0.206502E-10
  5094   0.514377E-01  -0.167837E-02   0.359420E-07  -0.167837E-02   0.195559E-02   0.378592E-10   0.359420E-07   0.378592E-10   0.206354E-10
  5095   0.513171E-01  -0.169355E-02   0.359201E-07  -0.169355E-02   0.195586E-02   0.376756E-10   0.359201E-07   0.376756E-10   0.206205E-10
  5096   0.511748E-01  -0.170874E-02   0.358981E-07  -0.170874E-02   0.195603E-02   0.374933E-10   0.358981E-07   0.374933E-10   0.206057E-10
  5097   0.510479E-01  -0.172410E-02   0.358762E-07  -0.172410E-02   0.195615E-02   0.373123E-10   0.358762E-07   0.373123E-10   0.205909E-10
  5098   0.509289E-01  -0.173941E-02   0.358544E-07  -0.173941E-02   0.195609E-02   0.371326E-10   0.358544E-07   0.371326E-10   0.205761E-10
  5099   0.507956E-01  -0.175481E-02   0.358326E-07  -0.175481E-02   0.195607E-02   0.369541E-10   0.358326E-07   0.369541E-10   0.205613E-10
  5100   0.506702E-01  -0.177023E-02   0.358108E-07  -0.177023E-02   0.195594E-02   0.367769E-10   0.358108E-07   0.367769E-10   0.205465E-10
  5101   0.505453E-01  -0.178560E-02   0.357890E-07  -0.178560E-02   0.195577E-02   0.366010E-10   0.357890E-07   0.366010E-10   0.205317E-10
  5102   0.504357E-01  -0.180106E-02   0.357673E-07  -0.180106E-02   0.195549E-02   0.364263E-10   0.357673E-07   0.364263E-10   0.205169E-10
  5103   0.503118E-01  -0.181647E-02   0.357456E-07  -0.181647E-02   0.195510E-02   0.362528E-10   0.357456E-07   0.362528E-10   0.205022E-10
  5104   0.501884E-01  -0.183190E-02   0.357240E-07  -0.183190E-02   0.195461E-02   0.360806E-10   0.357240E-07   0.360806E-10   0.204874E-10
  5105   0.500729E-01  -0.184735E-02   0.357023E-07  -0.184735E-02   0.195415E-02   0.359097E-10   0.357023E-07   0.359097E-10   0.204727E-10
  5106   0.499579E-01  -0.186283E-02   0.356808E-07  -0.186283E-02   0.195359E-02   0.357399E-10   0.356808E-07   0.357399E-10   0.204580E-10
  5107   0.498434E-01  -0.187810E-02   0.356592E-07  -0.187810E-02   0.195284E-02   0.355714E-10   0.356592E-07   0.355714E-10   0.204433E-10
  5108   0.497367E-01  -0.189363E-02   0.356377E-07  -0.189363E-02   0.195205E-02   0.354042E-10   0.356377E-07   0.354042E-10   0.204286E-10
  5109   0.496306E-01  -0.190888E-02   0.356162E-07  -0.190888E-02   0.195123E-02   0.352381E-10   0.356162E-07   0.352381E-10   0.204139E-10
  5110   0.495175E-01  -0.192415E-02   0.355948E-07  -0.192415E-02   0.195038E-02   0.350733E-10   0.355948E-07   0.350733E-10   0.203992E-10
  5111   0.494048E-01  -0.193945E-02   0.355733E-07  -0.193945E-02   0.194934E-02   0.349097E-10   0.355733E-07   0.349097E-10   0.203846E-10
  5112   0.493001E-01  -0.195471E-02   0.355519E-07  -0.195471E-02   0.194835E-02   0.347472E-10   0.355519E-07   0.347472E-10   0.203699E-10
  5113   0.492032E-01  -0.196991E-02   0.355306E-07  -0.196991E-02   0.194710E-02   0.345860E-10   0.355306E-07   0.345860E-10   0.203553E-10
  5114   0.490919E-01  -0.198506E-02   0.355093E-07  -0.198506E-02   0.194581E-02   0.344260E-10   0.355093E-07   0.344260E-10   0.203407E-10
  5115   0.489886E-01  -0.200002E-02   0.354880E-07  -0.200002E-02   0.194449E-02   0.342672E-10   0.354880E-07   0.342672E-10   0.203260E-10
  5116   0.488856E-01  -0.201501E-02   0.354667E-07  -0.201501E-02   0.194306E-02   0.341096E-10   0.354667E-07   0.341096E-10   0.203114E-10
  5117   0.487980E-01  -0.202995E-02   0.354455E-07  -0.202995E-02   0.194153E-02   0.339532E-10   0.354455E-07   0.339532E-10   0.202968E-10
  5118   0.486959E-01  -0.204470E-02   0.354243E-07  -0.204470E-02   0.193996E-02   0.337979E-10   0.354243E-07   0.337979E-10   0.202823E-10
  5119   0.486092E-01  -0.205940E-02   0.354032E-07  -0.205940E-02   0.193828E-02   0.336438E-10   0.354032E-07   0.336438E-10   0.202677E-10
  5120   0.485154E-01  -0.207398E-02   0.353820E-07  -0.207398E-02   0.193650E-02   0.334909E-10   0.353820E-07   0.334909E-10   0.202531E-10
  5121   0.484221E-01  -0.208845E-02   0.353609E-07  -0.208845E-02   0.193460E-02   0.333392E-10   0.353609E-07   0.333392E-10   0.202386E-10
  5122   0.483366E-01  -0.210302E-02   0.353399E-07  -0.210302E-02   0.193268E-02   0.331886E-10   0.353399E-07   0.331886E-10   0.202241E-10
  5123   0.482516E-01  -0.211717E-02   0.353188E-07  -0.211717E-02   0.193050E-02   0.330392E-10   0.353188E-07   0.330392E-10   0.202095E-10
  5124   0.481521E-01  -0.213135E-02   0.352979E-07  -0.213135E-02   0.192851E-02   0.328910E-10   0.352979E-07   0.328910E-10   0.201950E-10
  5125   0.480753E-01  -0.214542E-02   0.352769E-07  -0.214542E-02   0.192619E-02   0.327439E-10   0.352769E-07   0.327439E-10   0.201805E-10
  5126   0.479915E-01  -0.215930E-02   0.352559E-07  -0.215930E-02   0.192384E-02   0.325979E-10   0.352559E-07   0.325979E-10   0.201660E-10
  5127   0.479081E-01  -0.217306E-02   0.352350E-07  -0.217306E-02   0.192153E-02   0.324531E-10   0.352350E-07   0.324531E-10   0.201516E-10
  5128   0.478177E-01  -0.218678E-02   0.352142E-07  -0.218678E-02   0.191904E-02   0.323094E-10   0.352142E-07   0.323094E-10   0.201371E-10
  5129   0.477426E-01  -0.220016E-02   0.351933E-07  -0.220016E-02   0.191645E-02   0.321669E-10   0.351933E-07   0.321669E-10   0.201227E-10
  5130   0.476604E-01  -0.221343E-02   0.351725E-07  -0.221343E-02   0.191375E-02   0.320254E-10   0.351725E-07   0.320254E-10   0.201082E-10
  5131   0.475860E-01  -0.222666E-02   0.351517E-07  -0.222666E-02   0.191094E-02   0.318851E-10   0.351517E-07   0.318851E-10   0.200938E-10
  5132   0.474972E-01  -0.223955E-02   0.351310E-07  -0.223955E-02   0.190817E-02   0.317460E-10   0.351310E-07   0.317460E-10   0.200794E-10
  5133   0.474310E-01  -0.225247E-02   0.351103E-07  -0.225247E-02   0.190515E-02   0.316079E-10   0.351103E-07   0.316079E-10   0.200650E-10
  5134   0.473579E-01  -0.226514E-02   0.350896E-07  -0.226514E-02   0.190218E-02   0.314710E-10   0.350896E-07   0.314710E-10   0.200506E-10
  5135   0.472776E-01  -0.227762E-02   0.350689E-07  -0.227762E-02   0.189910E-02   0.313351E-10   0.350689E-07   0.313351E-10   0.200362E-10
  5136   0.472052E-01  -0.228991E-02   0.350483E-07  -0.228991E-02   0.189584E-02   0.312004E-10   0.350483E-07   0.312004E-10   0.200218E-10
  5137   0.471331E-01  -0.230202E-02   0.350277E-07  -0.230202E-02   0.189254E-02   0.310667E-10   0.350277E-07   0.310667E-10   0.200075E-10
  5138   0.470614E-01  -0.231394E-02   0.350072E-07  -0.231394E-02   0.188922E-02   0.309342E-10   0.350072E-07   0.309342E-10   0.199931E-10
  5139   0.469975E-01  -0.232553E-02   0.349866E-07  -0.232553E-02   0.188572E-02   0.308027E-10   0.349866E-07   0.308027E-10   0.199788E-10
  5140   0.469339E-01  -0.233715E-02   0.349661E-07  -0.233715E-02   0.188211E-02   0.306723E-10   0.349661E-07   0.306723E-10   0.199645E-10
  5141   0.468633E-01  -0.234845E-02   0.349457E-07  -0.234845E-02   0.187848E-02   0.305430E-10   0.349457E-07   0.305430E-10   0.199501E-10
  5142   0.467931E-01  -0.235949E-02   0.349252E-07  -0.235949E-02   0.187474E-02   0.304148E-10   0.349252E-07   0.304148E-10   0.199358E-10
  5143   0.467232E-01  -0.237041E-02   0.349048E-07  -0.237041E-02   0.187097E-02   0.302877E-10   0.349048E-07   0.302877E-10   0.199215E-10
  5144   0.466685E-01  -0.238101E-02   0.348844E-07  -0.238101E-02   0.186702E-02   0.301616E-10   0.348844E-07   0.301616E-10   0.199073E-10
  5145   0.466067E-01  -0.239143E-02   0.348641E-07  -0.239143E-02   0.186296E-02   0.300365E-10   0.348641E-07   0.300365E-10   0.198930E-10
  5146   0.465378E-01  -0.240174E-02   0.348438E-07  -0.240174E-02   0.185888E-02   0.299126E-10   0.348438E-07   0.299126E-10   0.198787E-10
  5147   0.464767E-01  -0.241172E-02   0.348235E-07  -0.241172E-02   0.185484E-02   0.297896E-10   0.348235E-07   0.297896E-10   0.198645E-10
  5148   0.464233E-01  -0.242144E-02   0.348032E-07  -0.242144E-02   0.185055E-02   0.296678E-10   0.348032E-07   0.296678E-10   0.198503E-10
  5149   0.463555E-01  -0.243098E-02   0.347830E-07  -0.243098E-02   0.184623E-02   0.295470E-10   0.347830E-07   0.295470E-10   0.198360E-10
  5150   0.462953E-01  -0.244013E-02   0.347628E-07  -0.244013E-02   0.184173E-02   0.294272E-10   0.347628E-07   0.294272E-10   0.198218E-10
  5151   0.462430E-01  -0.244924E-02   0.347426E-07  -0.244924E-02   0.183728E-02   0.293084E-10   0.347426E-07   0.293084E-10   0.198076E-10
  5152   0.461909E-01  -0.245795E-02   0.347225E-07  -0.245795E-02   0.183265E-02   0.291907E-10   0.347225E-07   0.291907E-10   0.197934E-10
  5153   0.461317E-01  -0.246648E-02   0.347024E-07  -0.246648E-02   0.182807E-02   0.290740E-10   0.347024E-07   0.290740E-10   0.197793E-10
  5154   0.460877E-01  -0.247476E-02   0.346823E-07  -0.247476E-02   0.182330E-02   0.289583E-10   0.346823E-07   0.289583E-10   0.197651E-10
  5155   0.460218E-01  -0.248279E-02   0.346622E-07  -0.248279E-02   0.181859E-02   0.288437E-10   0.346622E-07   0.288437E-10   0.197509E-10
  5156   0.459710E-01  -0.249049E-02   0.346422E-07  -0.249049E-02   0.181355E-02   0.287300E-10   0.346422E-07   0.287300E-10   0.197368E-10
  5157   0.459204E-01  -0.249794E-02   0.346222E-07  -0.249794E-02   0.180863E-02   0.286174E-10   0.346222E-07   0.286174E-10   0.197227E-10
  5158   0.458628E-01  -0.250522E-02   0.346022E-07  -0.250522E-02   0.180368E-02   0.285058E-10   0.346022E-07   0.285058E-10   0.197086E-10
  5159   0.458129E-01  -0.251210E-02   0.345823E-07  -0.251210E-02   0.179848E-02   0.283951E-10   0.345823E-07   0.283951E-10   0.196944E-10
  5160   0.457558E-01  -0.251880E-02   0.345624E-07  -0.251880E-02   0.179333E-02   0.282855E-10   0.345624E-07   0.282855E-10   0.196804E-10
  5161   0.457065E-01  -0.252511E-02   0.345425E-07  -0.252511E-02   0.178815E-02   0.281768E-10   0.345425E-07   0.281768E-10   0.196663E-10
  5162   0.456574E-01  -0.253131E-02   0.345226E-07  -0.253131E-02   0.178271E-02   0.280692E-10   0.345226E-07   0.280692E-10   0.196522E-10
  5163   0.456086E-01  -0.253720E-02   0.345028E-07  -0.253720E-02   0.177733E-02   0.279625E-10   0.345028E-07   0.279625E-10   0.196381E-10
  5164   0.455601E-01  -0.254261E-02   0.344830E-07  -0.254261E-02   0.177177E-02   0.278568E-10   0.344830E-07   0.278568E-10   0.196241E-10
  5165   0.455119E-01  -0.254800E-02   0.344632E-07  -0.254800E-02   0.176626E-02   0.277520E-10   0.344632E-07   0.277520E-10   0.196100E-10
  5166   0.454639E-01  -0.255307E-02   0.344435E-07  -0.255307E-02   0.176072E-02   0.276483E-10   0.344435E-07   0.276483E-10   0.195960E-10
  5167   0.454162E-01  -0.255767E-02   0.344238E-07  -0.255767E-02   0.175500E-02   0.275455E-10   0.344238E-07   0.275455E-10   0.195820E-10
  5168   0.453762E-01  -0.256210E-02   0.344041E-07  -0.256210E-02   0.174933E-02   0.274436E-10   0.344041E-07   0.274436E-10   0.195680E-10
  5169   0.453216E-01  -0.256621E-02   0.343844E-07  -0.256621E-02   0.174334E-02   0.273428E-10   0.343844E-07   0.273428E-10   0.195540E-10
  5170   0.452746E-01  -0.257015E-02   0.343648E-07  -0.257015E-02   0.173755E-02   0.272428E-10   0.343648E-07   0.272428E-10   0.195400E-10
  5171   0.452354E-01  -0.257362E-02   0.343452E-07  -0.257362E-02   0.173158E-02   0.271438E-10   0.343452E-07   0.271438E-10   0.195260E-10
  5172   0.451890E-01  -0.257685E-02   0.343256E-07  -0.257685E-02   0.172551E-02   0.270458E-10   0.343256E-07   0.270458E-10   0.195121E-10
  5173   0.451428E-01  -0.257976E-02   0.343061E-07  -0.257976E-02   0.171948E-02   0.269487E-10   0.343061E-07   0.269487E-10   0.194981E-10
  5174   0.450968E-01  -0.258243E-02   0.342865E-07  -0.258243E-02   0.171329E-02   0.268525E-10   0.342865E-07   0.268525E-10   0.194842E-10
  5175   0.450585E-01  -0.258470E-02   0.342671E-07  -0.258470E-02   0.170714E-02   0.267572E-10   0.342671E-07   0.267572E-10   0.194703E-10
