#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1788   0.223325E+03  -0.102837E+02   0.801774E-06  -0.102837E+02   0.120544E+02  -0.822142E-07   0.801774E-06  -0.822142E-07   0.511036E-09
  1789   0.222791E+03  -0.105217E+02   0.803767E-06  -0.105217E+02   0.120699E+02  -0.822848E-07   0.803767E-06  -0.822848E-07   0.510275E-09
  1790   0.222271E+03  -0.107604E+02   0.805733E-06  -0.107604E+02   0.120838E+02  -0.823449E-07   0.805733E-06  -0.823449E-07   0.509515E-09
  1791   0.221779E+03  -0.109996E+02   0.807672E-06  -0.109996E+02   0.120962E+02  -0.823944E-07   0.807672E-06  -0.823944E-07   0.508756E-09
  1792   0.221307E+03  -0.112375E+02   0.809584E-06  -0.112375E+02   0.121069E+02  -0.824335E-07   0.809584E-06  -0.824335E-07   0.507999E-09
  1793   0.220840E+03  -0.114754E+02   0.811469E-06  -0.114754E+02   0.121160E+02  -0.824622E-07   0.811469E-06  -0.824622E-07   0.507244E-09
  1794   0.220408E+03  -0.117129E+02   0.813326E-06  -0.117129E+02   0.121234E+02  -0.824804E-07   0.813326E-06  -0.824804E-07   0.506490E-09
  1795   0.219996E+03  -0.119499E+02   0.815155E-06  -0.119499E+02   0.121293E+02  -0.824884E-07   0.815155E-06  -0.824884E-07   0.505738E-09
  1796   0.219573E+03  -0.121853E+02   0.816954E-06  -0.121853E+02   0.121333E+02  -0.824860E-07   0.816954E-06  -0.824860E-07   0.504987E-09
  1797   0.219208E+03  -0.124204E+02   0.818725E-06  -0.124204E+02   0.121354E+02  -0.824733E-07   0.818725E-06  -0.824733E-07   0.504237E-09
  1798   0.218847E+03  -0.126533E+02   0.820467E-06  -0.126533E+02   0.121358E+02  -0.824504E-07   0.820467E-06  -0.824504E-07   0.503489E-09
  1799   0.218504E+03  -0.128854E+02   0.822179E-06  -0.128854E+02   0.121345E+02  -0.824173E-07   0.822179E-06  -0.824173E-07   0.502742E-09
  1800   0.218189E+03  -0.131164E+02   0.823861E-06  -0.131164E+02   0.121313E+02  -0.823741E-07   0.823861E-06  -0.823741E-07   0.501997E-09
  1801   0.217900E+03  -0.133449E+02   0.825513E-06  -0.133449E+02   0.121262E+02  -0.823208E-07   0.825513E-06  -0.823208E-07   0.501254E-09
  1802   0.217636E+03  -0.135721E+02   0.827134E-06  -0.135721E+02   0.121191E+02  -0.822574E-07   0.827134E-06  -0.822574E-07   0.500511E-09
  1803   0.217382E+03  -0.137980E+02   0.828725E-06  -0.137980E+02   0.121103E+02  -0.821840E-07   0.828725E-06  -0.821840E-07   0.499771E-09
  1804   0.217137E+03  -0.140211E+02   0.830285E-06  -0.140211E+02   0.120996E+02  -0.821007E-07   0.830285E-06  -0.821007E-07   0.499031E-09
  1805   0.216916E+03  -0.142428E+02   0.831815E-06  -0.142428E+02   0.120872E+02  -0.820076E-07   0.831815E-06  -0.820076E-07   0.498293E-09
  1806   0.216725E+03  -0.144625E+02   0.833314E-06  -0.144625E+02   0.120731E+02  -0.819047E-07   0.833314E-06  -0.819047E-07   0.497557E-09
  1807   0.216541E+03  -0.146805E+02   0.834783E-06  -0.146805E+02   0.120574E+02  -0.817921E-07   0.834783E-06  -0.817921E-07   0.496822E-09
  1808   0.216378E+03  -0.148964E+02   0.836221E-06  -0.148964E+02   0.120397E+02  -0.816699E-07   0.836221E-06  -0.816699E-07   0.496088E-09
  1809   0.216235E+03  -0.151103E+02   0.837628E-06  -0.151103E+02   0.120203E+02  -0.815381E-07   0.837628E-06  -0.815381E-07   0.495356E-09
  1810   0.216112E+03  -0.153223E+02   0.839005E-06  -0.153223E+02   0.119994E+02  -0.813969E-07   0.839005E-06  -0.813969E-07   0.494625E-09
  1811   0.215993E+03  -0.155322E+02   0.840351E-06  -0.155322E+02   0.119769E+02  -0.812462E-07   0.840351E-06  -0.812462E-07   0.493895E-09
  1812   0.215899E+03  -0.157401E+02   0.841666E-06  -0.157401E+02   0.119529E+02  -0.810861E-07   0.841666E-06  -0.810861E-07   0.493168E-09
  1813   0.215823E+03  -0.159458E+02   0.842950E-06  -0.159458E+02   0.119273E+02  -0.809167E-07   0.842950E-06  -0.809167E-07   0.492441E-09
  1814   0.215756E+03  -0.161493E+02   0.844203E-06  -0.161493E+02   0.119001E+02  -0.807382E-07   0.844203E-06  -0.807382E-07   0.491716E-09
  1815   0.215712E+03  -0.163505E+02   0.845425E-06  -0.163505E+02   0.118715E+02  -0.805505E-07   0.845425E-06  -0.805505E-07   0.490992E-09
  1816   0.215683E+03  -0.165496E+02   0.846616E-06  -0.165496E+02   0.118413E+02  -0.803536E-07   0.846616E-06  -0.803536E-07   0.490270E-09
  1817   0.215661E+03  -0.167461E+02   0.847776E-06  -0.167461E+02   0.118096E+02  -0.801478E-07   0.847776E-06  -0.801478E-07   0.489549E-09
  1818   0.215653E+03  -0.169403E+02   0.848905E-06  -0.169403E+02   0.117766E+02  -0.799331E-07   0.848905E-06  -0.799331E-07   0.488829E-09
  1819   0.215643E+03  -0.171321E+02   0.850003E-06  -0.171321E+02   0.117422E+02  -0.797094E-07   0.850003E-06  -0.797094E-07   0.488111E-09
  1820   0.215668E+03  -0.173212E+02   0.851070E-06  -0.173212E+02   0.117063E+02  -0.794770E-07   0.851070E-06  -0.794770E-07   0.487394E-09
  1821   0.215711E+03  -0.175078E+02   0.852106E-06  -0.175078E+02   0.116691E+02  -0.792358E-07   0.852106E-06  -0.792358E-07   0.486679E-09
  1822   0.215757E+03  -0.176917E+02   0.853110E-06  -0.176917E+02   0.116305E+02  -0.789860E-07   0.853110E-06  -0.789860E-07   0.485964E-09
  1823   0.215843E+03  -0.178729E+02   0.854083E-06  -0.178729E+02   0.115907E+02  -0.787275E-07   0.854083E-06  -0.787275E-07   0.485252E-09
  1824   0.215916E+03  -0.180511E+02   0.855024E-06  -0.180511E+02   0.115493E+02  -0.784605E-07   0.855024E-06  -0.784605E-07   0.484540E-09
  1825   0.216005E+03  -0.182266E+02   0.855935E-06  -0.182266E+02   0.115066E+02  -0.781851E-07   0.855935E-06  -0.781851E-07   0.483830E-09
  1826   0.216101E+03  -0.183991E+02   0.856814E-06  -0.183991E+02   0.114634E+02  -0.779013E-07   0.856814E-06  -0.779013E-07   0.483122E-09
  1827   0.216219E+03  -0.185684E+02   0.857661E-06  -0.185684E+02   0.114186E+02  -0.776091E-07   0.857661E-06  -0.776091E-07   0.482415E-09
  1828   0.216336E+03  -0.187347E+02   0.858477E-06  -0.187347E+02   0.113725E+02  -0.773087E-07   0.858477E-06  -0.773087E-07   0.481709E-09
  1829   0.216466E+03  -0.188977E+02   0.859261E-06  -0.188977E+02   0.113244E+02  -0.770001E-07   0.859261E-06  -0.770001E-07   0.481004E-09
  1830   0.216608E+03  -0.190574E+02   0.860014E-06  -0.190574E+02   0.112766E+02  -0.766834E-07   0.860014E-06  -0.766834E-07   0.480301E-09
  1831   0.216761E+03  -0.192137E+02   0.860735E-06  -0.192137E+02   0.112269E+02  -0.763586E-07   0.860735E-06  -0.763586E-07   0.479599E-09
  1832   0.216917E+03  -0.193665E+02   0.861424E-06  -0.193665E+02   0.111761E+02  -0.760259E-07   0.861424E-06  -0.760259E-07   0.478899E-09
  1833   0.217091E+03  -0.195156E+02   0.862082E-06  -0.195156E+02   0.111243E+02  -0.756852E-07   0.862082E-06  -0.756852E-07   0.478199E-09
  1834   0.217273E+03  -0.196612E+02   0.862708E-06  -0.196612E+02   0.110707E+02  -0.753367E-07   0.862708E-06  -0.753367E-07   0.477502E-09
  1835   0.217457E+03  -0.198027E+02   0.863302E-06  -0.198027E+02   0.110170E+02  -0.749804E-07   0.863302E-06  -0.749804E-07   0.476805E-09
  1836   0.217648E+03  -0.199406E+02   0.863864E-06  -0.199406E+02   0.109631E+02  -0.746164E-07   0.863864E-06  -0.746164E-07   0.476110E-09
  1837   0.217854E+03  -0.200744E+02   0.864394E-06  -0.200744E+02   0.109062E+02  -0.742448E-07   0.864394E-06  -0.742448E-07   0.475416E-09
  1838   0.218065E+03  -0.202041E+02   0.864893E-06  -0.202041E+02   0.108492E+02  -0.738656E-07   0.864893E-06  -0.738656E-07   0.474724E-09
  1839   0.218275E+03  -0.203296E+02   0.865359E-06  -0.203296E+02   0.107915E+02  -0.734790E-07   0.865359E-06  -0.734790E-07   0.474032E-09
  1840   0.218504E+03  -0.204508E+02   0.865794E-06  -0.204508E+02   0.107317E+02  -0.730849E-07   0.865794E-06  -0.730849E-07   0.473342E-09
  1841   0.218737E+03  -0.205675E+02   0.866196E-06  -0.205675E+02   0.106720E+02  -0.726834E-07   0.866196E-06  -0.726834E-07   0.472654E-09
  1842   0.218973E+03  -0.206797E+02   0.866566E-06  -0.206797E+02   0.106110E+02  -0.722746E-07   0.866566E-06  -0.722746E-07   0.471967E-09
  1843   0.219211E+03  -0.207873E+02   0.866904E-06  -0.207873E+02   0.105488E+02  -0.718586E-07   0.866904E-06  -0.718586E-07   0.471281E-09
  1844   0.219459E+03  -0.208900E+02   0.867210E-06  -0.208900E+02   0.104862E+02  -0.714355E-07   0.867210E-06  -0.714355E-07   0.470596E-09
  1845   0.219729E+03  -0.209878E+02   0.867484E-06  -0.209878E+02   0.104224E+02  -0.710053E-07   0.867484E-06  -0.710053E-07   0.469913E-09
  1846   0.219978E+03  -0.210805E+02   0.867725E-06  -0.210805E+02   0.103583E+02  -0.705680E-07   0.867725E-06  -0.705680E-07   0.469230E-09
  1847   0.220241E+03  -0.211682E+02   0.867934E-06  -0.211682E+02   0.102931E+02  -0.701239E-07   0.867934E-06  -0.701239E-07   0.468550E-09
  1848   0.220502E+03  -0.212504E+02   0.868111E-06  -0.212504E+02   0.102270E+02  -0.696728E-07   0.868111E-06  -0.696728E-07   0.467870E-09
  1849   0.220769E+03  -0.213272E+02   0.868255E-06  -0.213272E+02   0.101600E+02  -0.692149E-07   0.868255E-06  -0.692149E-07   0.467192E-09
  1850   0.221040E+03  -0.213984E+02   0.868367E-06  -0.213984E+02   0.100921E+02  -0.687503E-07   0.868367E-06  -0.687503E-07   0.466515E-09
  1851   0.221293E+03  -0.214639E+02   0.868446E-06  -0.214639E+02   0.100241E+02  -0.682790E-07   0.868446E-06  -0.682790E-07   0.465839E-09
  1852   0.221579E+03  -0.215239E+02   0.868493E-06  -0.215239E+02   0.995618E+01  -0.678012E-07   0.868493E-06  -0.678012E-07   0.465165E-09
  1853   0.221845E+03  -0.215782E+02   0.868508E-06  -0.215782E+02   0.988605E+01  -0.673168E-07   0.868508E-06  -0.673168E-07   0.464492E-09
  1854   0.222121E+03  -0.216272E+02   0.868491E-06  -0.216272E+02   0.981529E+01  -0.668261E-07   0.868491E-06  -0.668261E-07   0.463820E-09
  1855   0.222399E+03  -0.216708E+02   0.868441E-06  -0.216708E+02   0.974321E+01  -0.663292E-07   0.868441E-06  -0.663292E-07   0.463149E-09
  1856   0.222685E+03  -0.217089E+02   0.868360E-06  -0.217089E+02   0.967137E+01  -0.658260E-07   0.868360E-06  -0.658260E-07   0.462480E-09
  1857   0.222964E+03  -0.217418E+02   0.868247E-06  -0.217418E+02   0.959981E+01  -0.653168E-07   0.868247E-06  -0.653168E-07   0.461812E-09
  1858   0.223244E+03  -0.217696E+02   0.868102E-06  -0.217696E+02   0.952637E+01  -0.648017E-07   0.868102E-06  -0.648017E-07   0.461145E-09
  1859   0.223530E+03  -0.217923E+02   0.867925E-06  -0.217923E+02   0.945333E+01  -0.642806E-07   0.867925E-06  -0.642806E-07   0.460479E-09
  1860   0.223808E+03  -0.218099E+02   0.867717E-06  -0.218099E+02   0.937853E+01  -0.637538E-07   0.867717E-06  -0.637538E-07   0.459815E-09
  1861   0.224099E+03  -0.218227E+02   0.867478E-06  -0.218227E+02   0.930424E+01  -0.632213E-07   0.867478E-06  -0.632213E-07   0.459152E-09
  1862   0.224387E+03  -0.218304E+02   0.867207E-06  -0.218304E+02   0.922905E+01  -0.626832E-07   0.867207E-06  -0.626832E-07   0.458490E-09
  1863   0.224659E+03  -0.218332E+02   0.866905E-06  -0.218332E+02   0.915376E+01  -0.621397E-07   0.866905E-06  -0.621397E-07   0.457829E-09
  1864   0.224949E+03  -0.218313E+02   0.866572E-06  -0.218313E+02   0.907916E+01  -0.615908E-07   0.866572E-06  -0.615908E-07   0.457170E-09
  1865   0.225228E+03  -0.218246E+02   0.866208E-06  -0.218246E+02   0.900308E+01  -0.610367E-07   0.866208E-06  -0.610367E-07   0.456512E-09
  1866   0.225518E+03  -0.218133E+02   0.865814E-06  -0.218133E+02   0.892633E+01  -0.604773E-07   0.865814E-06  -0.604773E-07   0.455855E-09
  1867   0.225788E+03  -0.217972E+02   0.865388E-06  -0.217972E+02   0.884971E+01  -0.599129E-07   0.865388E-06  -0.599129E-07   0.455199E-09
  1868   0.226067E+03  -0.217767E+02   0.864932E-06  -0.217767E+02   0.877254E+01  -0.593436E-07   0.864932E-06  -0.593436E-07   0.454545E-09
  1869   0.226348E+03  -0.217515E+02   0.864446E-06  -0.217515E+02   0.869486E+01  -0.587693E-07   0.864446E-06  -0.587693E-07   0.453891E-09
  1870   0.226622E+03  -0.217221E+02   0.863929E-06  -0.217221E+02   0.861749E+01  -0.581903E-07   0.863929E-06  -0.581903E-07   0.453239E-09
  1871   0.226890E+03  -0.216880E+02   0.863382E-06  -0.216880E+02   0.854048E+01  -0.576067E-07   0.863382E-06  -0.576067E-07   0.452588E-09
  1872   0.227164E+03  -0.216497E+02   0.862805E-06  -0.216497E+02   0.846240E+01  -0.570184E-07   0.862805E-06  -0.570184E-07   0.451939E-09
  1873   0.227431E+03  -0.216069E+02   0.862198E-06  -0.216069E+02   0.838480E+01  -0.564257E-07   0.862198E-06  -0.564257E-07   0.451290E-09
  1874   0.227696E+03  -0.215600E+02   0.861560E-06  -0.215600E+02   0.830625E+01  -0.558287E-07   0.861560E-06  -0.558287E-07   0.450643E-09
  1875   0.227959E+03  -0.215087E+02   0.860893E-06  -0.215087E+02   0.822829E+01  -0.552273E-07   0.860893E-06  -0.552273E-07   0.449997E-09
  1876   0.228213E+03  -0.214532E+02   0.860197E-06  -0.214532E+02   0.815025E+01  -0.546218E-07   0.860197E-06  -0.546218E-07   0.449352E-09
  1877   0.228464E+03  -0.213936E+02   0.859470E-06  -0.213936E+02   0.807217E+01  -0.540123E-07   0.859470E-06  -0.540123E-07   0.448709E-09
  1878   0.228703E+03  -0.213298E+02   0.858714E-06  -0.213298E+02   0.799337E+01  -0.533987E-07   0.858714E-06  -0.533987E-07   0.448067E-09
  1879   0.228947E+03  -0.212618E+02   0.857929E-06  -0.212618E+02   0.791467E+01  -0.527813E-07   0.857929E-06  -0.527813E-07   0.447425E-09
  1880   0.229186E+03  -0.211899E+02   0.857115E-06  -0.211899E+02   0.783610E+01  -0.521602E-07   0.857115E-06  -0.521602E-07   0.446785E-09
  1881   0.229419E+03  -0.211138E+02   0.856271E-06  -0.211138E+02   0.775773E+01  -0.515354E-07   0.856271E-06  -0.515354E-07   0.446146E-09
  1882   0.229640E+03  -0.210336E+02   0.855399E-06  -0.210336E+02   0.768037E+01  -0.509070E-07   0.855399E-06  -0.509070E-07   0.445509E-09
  1883   0.229862E+03  -0.209496E+02   0.854497E-06  -0.209496E+02   0.760184E+01  -0.502751E-07   0.854497E-06  -0.502751E-07   0.444872E-09
  1884   0.230077E+03  -0.208615E+02   0.853567E-06  -0.208615E+02   0.752518E+01  -0.496399E-07   0.853567E-06  -0.496399E-07   0.444237E-09
  1885   0.230285E+03  -0.207696E+02   0.852607E-06  -0.207696E+02   0.744746E+01  -0.490014E-07   0.852607E-06  -0.490014E-07   0.443603E-09
  1886   0.230478E+03  -0.206737E+02   0.851620E-06  -0.206737E+02   0.737098E+01  -0.483598E-07   0.851620E-06  -0.483598E-07   0.442970E-09
  1887   0.230663E+03  -0.205741E+02   0.850604E-06  -0.205741E+02   0.729430E+01  -0.477151E-07   0.850604E-06  -0.477151E-07   0.442338E-09
  1888   0.230853E+03  -0.204705E+02   0.849559E-06  -0.204705E+02   0.721750E+01  -0.470674E-07   0.849559E-06  -0.470674E-07   0.441708E-09
  1889   0.231019E+03  -0.203632E+02   0.848486E-06  -0.203632E+02   0.714136E+01  -0.464168E-07   0.848486E-06  -0.464168E-07   0.441078E-09
  1890   0.231183E+03  -0.202521E+02   0.847385E-06  -0.202521E+02   0.706595E+01  -0.457636E-07   0.847385E-06  -0.457636E-07   0.440450E-09
  1891   0.231344E+03  -0.201372E+02   0.846256E-06  -0.201372E+02   0.699132E+01  -0.451076E-07   0.846256E-06  -0.451076E-07   0.439823E-09
  1892   0.231486E+03  -0.200187E+02   0.845099E-06  -0.200187E+02   0.691679E+01  -0.444491E-07   0.845099E-06  -0.444491E-07   0.439197E-09
  1893   0.231616E+03  -0.198963E+02   0.843915E-06  -0.198963E+02   0.684317E+01  -0.437881E-07   0.843915E-06  -0.437881E-07   0.438572E-09
  1894   0.231742E+03  -0.197701E+02   0.842702E-06  -0.197701E+02   0.676976E+01  -0.431247E-07   0.842702E-06  -0.431247E-07   0.437948E-09
  1895   0.231848E+03  -0.196404E+02   0.841462E-06  -0.196404E+02   0.669737E+01  -0.424591E-07   0.841462E-06  -0.424591E-07   0.437326E-09
  1896   0.231948E+03  -0.195070E+02   0.840195E-06  -0.195070E+02   0.662606E+01  -0.417914E-07   0.840195E-06  -0.417914E-07   0.436704E-09
  1897   0.232041E+03  -0.193699E+02   0.838900E-06  -0.193699E+02   0.655439E+01  -0.411215E-07   0.838900E-06  -0.411215E-07   0.436084E-09
  1898   0.232113E+03  -0.192294E+02   0.837577E-06  -0.192294E+02   0.648392E+01  -0.404497E-07   0.837577E-06  -0.404497E-07   0.435465E-09
  1899   0.232178E+03  -0.190852E+02   0.836228E-06  -0.190852E+02   0.641470E+01  -0.397761E-07   0.836228E-06  -0.397761E-07   0.434847E-09
  1900   0.232219E+03  -0.189376E+02   0.834852E-06  -0.189376E+02   0.634531E+01  -0.391007E-07   0.834852E-06  -0.391007E-07   0.434230E-09
  1901   0.232253E+03  -0.187865E+02   0.833449E-06  -0.187865E+02   0.627727E+01  -0.384236E-07   0.833449E-06  -0.384236E-07   0.433614E-09
  1902   0.232277E+03  -0.186319E+02   0.832019E-06  -0.186319E+02   0.620987E+01  -0.377450E-07   0.832019E-06  -0.377450E-07   0.433000E-09
  1903   0.232279E+03  -0.184737E+02   0.830562E-06  -0.184737E+02   0.614311E+01  -0.370648E-07   0.830562E-06  -0.370648E-07   0.432386E-09
  1904   0.232287E+03  -0.183117E+02   0.829080E-06  -0.183117E+02   0.607850E+01  -0.363833E-07   0.829080E-06  -0.363833E-07   0.431774E-09
  1905   0.232251E+03  -0.181474E+02   0.827571E-06  -0.181474E+02   0.601380E+01  -0.357004E-07   0.827571E-06  -0.357004E-07   0.431163E-09
  1906   0.232213E+03  -0.179802E+02   0.826037E-06  -0.179802E+02   0.594978E+01  -0.350163E-07   0.826037E-06  -0.350163E-07   0.430553E-09
  1907   0.232168E+03  -0.178088E+02   0.824478E-06  -0.178088E+02   0.588793E+01  -0.343311E-07   0.824478E-06  -0.343311E-07   0.429944E-09
  1908   0.232108E+03  -0.176356E+02   0.822893E-06  -0.176356E+02   0.582602E+01  -0.336448E-07   0.822893E-06  -0.336448E-07   0.429336E-09
  1909   0.232025E+03  -0.174586E+02   0.821284E-06  -0.174586E+02   0.576482E+01  -0.329575E-07   0.821284E-06  -0.329575E-07   0.428729E-09
  1910   0.231935E+03  -0.172794E+02   0.819650E-06  -0.172794E+02   0.570582E+01  -0.322693E-07   0.819650E-06  -0.322693E-07   0.428123E-09
  1911   0.231838E+03  -0.170983E+02   0.817991E-06  -0.170983E+02   0.564680E+01  -0.315803E-07   0.817991E-06  -0.315803E-07   0.427519E-09
  1912   0.231725E+03  -0.169131E+02   0.816308E-06  -0.169131E+02   0.558851E+01  -0.308905E-07   0.816308E-06  -0.308905E-07   0.426915E-09
  1913   0.231606E+03  -0.167257E+02   0.814602E-06  -0.167257E+02   0.553096E+01  -0.302002E-07   0.814602E-06  -0.302002E-07   0.426313E-09
  1914   0.231465E+03  -0.165361E+02   0.812872E-06  -0.165361E+02   0.547416E+01  -0.295092E-07   0.812872E-06  -0.295092E-07   0.425711E-09
  1915   0.231317E+03  -0.163446E+02   0.811118E-06  -0.163446E+02   0.541886E+01  -0.288178E-07   0.811118E-06  -0.288178E-07   0.425111E-09
  1916   0.231147E+03  -0.161506E+02   0.809342E-06  -0.161506E+02   0.536433E+01  -0.281260E-07   0.809342E-06  -0.281260E-07   0.424512E-09
  1917   0.230979E+03  -0.159550E+02   0.807542E-06  -0.159550E+02   0.530984E+01  -0.274339E-07   0.807542E-06  -0.274339E-07   0.423914E-09
  1918   0.230789E+03  -0.157574E+02   0.805720E-06  -0.157574E+02   0.525763E+01  -0.267416E-07   0.805720E-06  -0.267416E-07   0.423317E-09
  1919   0.230592E+03  -0.155578E+02   0.803876E-06  -0.155578E+02   0.520547E+01  -0.260492E-07   0.803876E-06  -0.260492E-07   0.422721E-09
  1920   0.230382E+03  -0.153564E+02   0.802009E-06  -0.153564E+02   0.515412E+01  -0.253567E-07   0.802009E-06  -0.253567E-07   0.422127E-09
  1921   0.230150E+03  -0.151528E+02   0.800121E-06  -0.151528E+02   0.510434E+01  -0.246643E-07   0.800121E-06  -0.246643E-07   0.421533E-09
  1922   0.229921E+03  -0.149479E+02   0.798211E-06  -0.149479E+02   0.505463E+01  -0.239719E-07   0.798211E-06  -0.239719E-07   0.420940E-09
  1923   0.229670E+03  -0.147410E+02   0.796280E-06  -0.147410E+02   0.500651E+01  -0.232798E-07   0.796280E-06  -0.232798E-07   0.420349E-09
  1924   0.229399E+03  -0.145332E+02   0.794328E-06  -0.145332E+02   0.495924E+01  -0.225880E-07   0.794328E-06  -0.225880E-07   0.419758E-09
  1925   0.229136E+03  -0.143246E+02   0.792354E-06  -0.143246E+02   0.491208E+01  -0.218965E-07   0.792354E-06  -0.218965E-07   0.419169E-09
  1926   0.228846E+03  -0.141139E+02   0.790361E-06  -0.141139E+02   0.486727E+01  -0.212055E-07   0.790361E-06  -0.212055E-07   0.418580E-09
  1927   0.228536E+03  -0.139035E+02   0.788347E-06  -0.139035E+02   0.482334E+01  -0.205151E-07   0.788347E-06  -0.205151E-07   0.417993E-09
  1928   0.228235E+03  -0.136893E+02   0.786313E-06  -0.136893E+02   0.478029E+01  -0.198252E-07   0.786313E-06  -0.198252E-07   0.417407E-09
  1929   0.227907E+03  -0.134765E+02   0.784259E-06  -0.134765E+02   0.473814E+01  -0.191361E-07   0.784259E-06  -0.191361E-07   0.416822E-09
