#    L    TT             EE             BB             TE             PP             TP             EP          
  4565   0.218257E+00   0.726018E-02   0.000000E+00  -0.110583E-01   0.304660E-10   0.502308E-07  -0.250505E-10
  4566   0.217897E+00   0.722590E-02   0.000000E+00  -0.110282E-01   0.304428E-10   0.502043E-07  -0.260304E-10
  4567   0.217541E+00   0.718794E-02   0.000000E+00  -0.109990E-01   0.304198E-10   0.501780E-07  -0.269986E-10
  4568   0.217188E+00   0.715222E-02   0.000000E+00  -0.109663E-01   0.303967E-10   0.501517E-07  -0.279551E-10
  4569   0.216824E+00   0.711653E-02   0.000000E+00  -0.109346E-01   0.303736E-10   0.501254E-07  -0.288999E-10
  4570   0.216464E+00   0.708084E-02   0.000000E+00  -0.109015E-01   0.303506E-10   0.500992E-07  -0.298328E-10
  4571   0.216100E+00   0.704442E-02   0.000000E+00  -0.108671E-01   0.303276E-10   0.500731E-07  -0.307538E-10
  4572   0.215748E+00   0.700873E-02   0.000000E+00  -0.108314E-01   0.303046E-10   0.500470E-07  -0.316629E-10
  4573   0.215384E+00   0.697379E-02   0.000000E+00  -0.107965E-01   0.302816E-10   0.500209E-07  -0.325599E-10
  4574   0.215024E+00   0.693883E-02   0.000000E+00  -0.107595E-01   0.302586E-10   0.499949E-07  -0.334448E-10
  4575   0.214668E+00   0.690311E-02   0.000000E+00  -0.107212E-01   0.302357E-10   0.499689E-07  -0.343175E-10
  4576   0.214316E+00   0.686811E-02   0.000000E+00  -0.106829E-01   0.302128E-10   0.499430E-07  -0.351779E-10
  4577   0.213945E+00   0.683383E-02   0.000000E+00  -0.106432E-01   0.301899E-10   0.499171E-07  -0.360260E-10
  4578   0.213585E+00   0.679877E-02   0.000000E+00  -0.106029E-01   0.301670E-10   0.498913E-07  -0.368617E-10
  4579   0.213215E+00   0.676366E-02   0.000000E+00  -0.105618E-01   0.301442E-10   0.498655E-07  -0.376849E-10
  4580   0.212855E+00   0.672926E-02   0.000000E+00  -0.105201E-01   0.301213E-10   0.498398E-07  -0.384956E-10
  4581   0.212485E+00   0.669555E-02   0.000000E+00  -0.104783E-01   0.300985E-10   0.498141E-07  -0.392936E-10
  4582   0.212125E+00   0.666178E-02   0.000000E+00  -0.104336E-01   0.300757E-10   0.497884E-07  -0.400790E-10
  4583   0.211755E+00   0.662794E-02   0.000000E+00  -0.103897E-01   0.300530E-10   0.497628E-07  -0.408515E-10
  4584   0.211389E+00   0.659404E-02   0.000000E+00  -0.103449E-01   0.300302E-10   0.497373E-07  -0.416113E-10
  4585   0.211019E+00   0.656081E-02   0.000000E+00  -0.102995E-01   0.300075E-10   0.497117E-07  -0.423582E-10
  4586   0.210653E+00   0.652750E-02   0.000000E+00  -0.102532E-01   0.299848E-10   0.496862E-07  -0.430920E-10
  4587   0.210276E+00   0.649410E-02   0.000000E+00  -0.102068E-01   0.299621E-10   0.496608E-07  -0.438129E-10
  4588   0.209910E+00   0.646062E-02   0.000000E+00  -0.101597E-01   0.299394E-10   0.496353E-07  -0.445206E-10
  4589   0.209533E+00   0.642852E-02   0.000000E+00  -0.101109E-01   0.299168E-10   0.496100E-07  -0.452151E-10
  4590   0.209161E+00   0.639558E-02   0.000000E+00  -0.100621E-01   0.298941E-10   0.495846E-07  -0.458963E-10
  4591   0.208784E+00   0.636327E-02   0.000000E+00  -0.100132E-01   0.298715E-10   0.495593E-07  -0.465642E-10
  4592   0.208412E+00   0.633085E-02   0.000000E+00  -0.996335E-02   0.298489E-10   0.495340E-07  -0.472187E-10
  4593   0.208043E+00   0.629906E-02   0.000000E+00  -0.991265E-02   0.298264E-10   0.495088E-07  -0.478598E-10
  4594   0.207657E+00   0.626714E-02   0.000000E+00  -0.986106E-02   0.298038E-10   0.494836E-07  -0.484872E-10
  4595   0.207281E+00   0.623509E-02   0.000000E+00  -0.981004E-02   0.297813E-10   0.494584E-07  -0.491011E-10
  4596   0.206910E+00   0.620439E-02   0.000000E+00  -0.975884E-02   0.297588E-10   0.494333E-07  -0.497013E-10
  4597   0.206535E+00   0.617281E-02   0.000000E+00  -0.970521E-02   0.297363E-10   0.494082E-07  -0.502877E-10
  4598   0.206149E+00   0.614183E-02   0.000000E+00  -0.965286E-02   0.297138E-10   0.493831E-07  -0.508602E-10
  4599   0.205775E+00   0.611143E-02   0.000000E+00  -0.959880E-02   0.296914E-10   0.493580E-07  -0.514189E-10
  4600   0.205389E+00   0.608162E-02   0.000000E+00  -0.954599E-02   0.296689E-10   0.493330E-07  -0.519636E-10
  4601   0.205001E+00   0.605016E-02   0.000000E+00  -0.949144E-02   0.296465E-10   0.493080E-07  -0.524942E-10
  4602   0.204601E+00   0.602003E-02   0.000000E+00  -0.943662E-02   0.296241E-10   0.492831E-07  -0.530109E-10
  4603   0.204213E+00   0.599046E-02   0.000000E+00  -0.938225E-02   0.296018E-10   0.492581E-07  -0.535136E-10
  4604   0.203821E+00   0.596073E-02   0.000000E+00  -0.932609E-02   0.295794E-10   0.492332E-07  -0.540024E-10
  4605   0.203441E+00   0.593156E-02   0.000000E+00  -0.927107E-02   0.295571E-10   0.492083E-07  -0.544774E-10
  4606   0.203049E+00   0.590222E-02   0.000000E+00  -0.921719E-02   0.295348E-10   0.491835E-07  -0.549385E-10
  4607   0.202661E+00   0.587345E-02   0.000000E+00  -0.915921E-02   0.295125E-10   0.491587E-07  -0.553860E-10
  4608   0.202269E+00   0.584450E-02   0.000000E+00  -0.910382E-02   0.294902E-10   0.491338E-07  -0.558197E-10
  4609   0.201873E+00   0.581685E-02   0.000000E+00  -0.904652E-02   0.294680E-10   0.491090E-07  -0.562398E-10
  4610   0.201481E+00   0.578752E-02   0.000000E+00  -0.899026E-02   0.294457E-10   0.490843E-07  -0.566462E-10
  4611   0.201084E+00   0.576024E-02   0.000000E+00  -0.893281E-02   0.294235E-10   0.490595E-07  -0.570392E-10
  4612   0.200684E+00   0.573352E-02   0.000000E+00  -0.887561E-02   0.294013E-10   0.490348E-07  -0.574186E-10
  4613   0.200287E+00   0.570586E-02   0.000000E+00  -0.881866E-02   0.293791E-10   0.490101E-07  -0.577846E-10
  4614   0.199878E+00   0.567875E-02   0.000000E+00  -0.876119E-02   0.293570E-10   0.489854E-07  -0.581372E-10
  4615   0.199480E+00   0.565144E-02   0.000000E+00  -0.870318E-02   0.293349E-10   0.489607E-07  -0.584764E-10
  4616   0.199070E+00   0.562542E-02   0.000000E+00  -0.864534E-02   0.293127E-10   0.489360E-07  -0.588024E-10
  4617   0.198664E+00   0.559919E-02   0.000000E+00  -0.858767E-02   0.292907E-10   0.489113E-07  -0.591151E-10
  4618   0.198267E+00   0.557351E-02   0.000000E+00  -0.852939E-02   0.292686E-10   0.488867E-07  -0.594146E-10
  4619   0.197852E+00   0.554836E-02   0.000000E+00  -0.847197E-02   0.292465E-10   0.488621E-07  -0.597010E-10
  4620   0.197446E+00   0.552301E-02   0.000000E+00  -0.841316E-02   0.292245E-10   0.488374E-07  -0.599742E-10
  4621   0.197037E+00   0.549819E-02   0.000000E+00  -0.835516E-02   0.292025E-10   0.488128E-07  -0.602345E-10
  4622   0.196622E+00   0.547315E-02   0.000000E+00  -0.829797E-02   0.291805E-10   0.487882E-07  -0.604817E-10
  4623   0.196210E+00   0.544864E-02   0.000000E+00  -0.823932E-02   0.291585E-10   0.487636E-07  -0.607160E-10
  4624   0.195801E+00   0.542392E-02   0.000000E+00  -0.818068E-02   0.291365E-10   0.487390E-07  -0.609374E-10
  4625   0.195380E+00   0.540046E-02   0.000000E+00  -0.812353E-02   0.291146E-10   0.487144E-07  -0.611460E-10
  4626   0.194961E+00   0.537677E-02   0.000000E+00  -0.806560E-02   0.290927E-10   0.486898E-07  -0.613417E-10
  4627   0.194537E+00   0.535361E-02   0.000000E+00  -0.800687E-02   0.290708E-10   0.486652E-07  -0.615248E-10
  4628   0.194124E+00   0.533022E-02   0.000000E+00  -0.794957E-02   0.290489E-10   0.486406E-07  -0.616951E-10
  4629   0.193697E+00   0.530660E-02   0.000000E+00  -0.789142E-02   0.290270E-10   0.486161E-07  -0.618528E-10
  4630   0.193281E+00   0.528497E-02   0.000000E+00  -0.783391E-02   0.290052E-10   0.485915E-07  -0.619979E-10
  4631   0.192859E+00   0.526311E-02   0.000000E+00  -0.777627E-02   0.289833E-10   0.485669E-07  -0.621304E-10
  4632   0.192425E+00   0.524102E-02   0.000000E+00  -0.771847E-02   0.289615E-10   0.485423E-07  -0.622505E-10
  4633   0.192007E+00   0.521942E-02   0.000000E+00  -0.766123E-02   0.289398E-10   0.485177E-07  -0.623582E-10
  4634   0.191577E+00   0.519833E-02   0.000000E+00  -0.760529E-02   0.289180E-10   0.484931E-07  -0.624534E-10
  4635   0.191141E+00   0.517774E-02   0.000000E+00  -0.754690E-02   0.288962E-10   0.484685E-07  -0.625363E-10
  4636   0.190715E+00   0.515690E-02   0.000000E+00  -0.749050E-02   0.288745E-10   0.484439E-07  -0.626069E-10
  4637   0.190291E+00   0.513656E-02   0.000000E+00  -0.743459E-02   0.288528E-10   0.484193E-07  -0.626653E-10
  4638   0.189846E+00   0.511671E-02   0.000000E+00  -0.737840E-02   0.288311E-10   0.483946E-07  -0.627115E-10
  4639   0.189418E+00   0.509586E-02   0.000000E+00  -0.732264E-02   0.288094E-10   0.483700E-07  -0.627456E-10
  4640   0.188985E+00   0.507625E-02   0.000000E+00  -0.726657E-02   0.287878E-10   0.483454E-07  -0.627675E-10
  4641   0.188553E+00   0.505711E-02   0.000000E+00  -0.721164E-02   0.287662E-10   0.483207E-07  -0.627775E-10
  4642   0.188115E+00   0.503772E-02   0.000000E+00  -0.715635E-02   0.287445E-10   0.482960E-07  -0.627754E-10
  4643   0.187686E+00   0.501955E-02   0.000000E+00  -0.710068E-02   0.287229E-10   0.482713E-07  -0.627614E-10
  4644   0.187244E+00   0.500112E-02   0.000000E+00  -0.704534E-02   0.287014E-10   0.482466E-07  -0.627355E-10
  4645   0.186803E+00   0.498242E-02   0.000000E+00  -0.699106E-02   0.286798E-10   0.482219E-07  -0.626978E-10
  4646   0.186364E+00   0.496493E-02   0.000000E+00  -0.693782E-02   0.286583E-10   0.481972E-07  -0.626483E-10
  4647   0.185926E+00   0.494717E-02   0.000000E+00  -0.688411E-02   0.286367E-10   0.481724E-07  -0.625870E-10
  4648   0.185474E+00   0.492988E-02   0.000000E+00  -0.683066E-02   0.286153E-10   0.481477E-07  -0.625141E-10
  4649   0.185046E+00   0.491306E-02   0.000000E+00  -0.677670E-02   0.285938E-10   0.481229E-07  -0.624296E-10
  4650   0.184604E+00   0.489596E-02   0.000000E+00  -0.672444E-02   0.285723E-10   0.480981E-07  -0.623334E-10
  4651   0.184164E+00   0.487932E-02   0.000000E+00  -0.667163E-02   0.285509E-10   0.480733E-07  -0.622258E-10
  4652   0.183716E+00   0.486240E-02   0.000000E+00  -0.661974E-02   0.285294E-10   0.480484E-07  -0.621066E-10
  4653   0.183270E+00   0.484668E-02   0.000000E+00  -0.656802E-02   0.285080E-10   0.480235E-07  -0.619762E-10
  4654   0.182825E+00   0.483070E-02   0.000000E+00  -0.651645E-02   0.284866E-10   0.479986E-07  -0.618345E-10
  4655   0.182388E+00   0.481518E-02   0.000000E+00  -0.646578E-02   0.284653E-10   0.479737E-07  -0.616816E-10
  4656   0.181944E+00   0.479939E-02   0.000000E+00  -0.641523E-02   0.284439E-10   0.479488E-07  -0.615177E-10
  4657   0.181501E+00   0.478408E-02   0.000000E+00  -0.636630E-02   0.284226E-10   0.479238E-07  -0.613427E-10
  4658   0.181058E+00   0.476850E-02   0.000000E+00  -0.631673E-02   0.284013E-10   0.478988E-07  -0.611570E-10
  4659   0.180615E+00   0.475414E-02   0.000000E+00  -0.626726E-02   0.283800E-10   0.478738E-07  -0.609604E-10
  4660   0.180166E+00   0.473952E-02   0.000000E+00  -0.621936E-02   0.283587E-10   0.478487E-07  -0.607531E-10
  4661   0.179724E+00   0.472464E-02   0.000000E+00  -0.617153E-02   0.283374E-10   0.478236E-07  -0.605352E-10
  4662   0.179275E+00   0.471099E-02   0.000000E+00  -0.612451E-02   0.283162E-10   0.477985E-07  -0.603069E-10
  4663   0.178833E+00   0.469782E-02   0.000000E+00  -0.607680E-02   0.282950E-10   0.477734E-07  -0.600681E-10
  4664   0.178377E+00   0.468366E-02   0.000000E+00  -0.603061E-02   0.282738E-10   0.477483E-07  -0.598190E-10
  4665   0.177942E+00   0.466999E-02   0.000000E+00  -0.598520E-02   0.282526E-10   0.477231E-07  -0.595596E-10
  4666   0.177501E+00   0.465681E-02   0.000000E+00  -0.593980E-02   0.282314E-10   0.476979E-07  -0.592902E-10
  4667   0.177051E+00   0.464413E-02   0.000000E+00  -0.589589E-02   0.282103E-10   0.476726E-07  -0.590107E-10
  4668   0.176608E+00   0.463120E-02   0.000000E+00  -0.585197E-02   0.281892E-10   0.476473E-07  -0.587212E-10
  4669   0.176158E+00   0.461877E-02   0.000000E+00  -0.580803E-02   0.281680E-10   0.476220E-07  -0.584219E-10
  4670   0.175722E+00   0.460685E-02   0.000000E+00  -0.576480E-02   0.281470E-10   0.475967E-07  -0.581129E-10
  4671   0.175263E+00   0.459469E-02   0.000000E+00  -0.572301E-02   0.281259E-10   0.475714E-07  -0.577942E-10
  4672   0.174826E+00   0.458303E-02   0.000000E+00  -0.568117E-02   0.281048E-10   0.475460E-07  -0.574659E-10
  4673   0.174380E+00   0.457114E-02   0.000000E+00  -0.563927E-02   0.280838E-10   0.475205E-07  -0.571281E-10
  4674   0.173941E+00   0.456050E-02   0.000000E+00  -0.559951E-02   0.280628E-10   0.474951E-07  -0.567810E-10
  4675   0.173494E+00   0.454889E-02   0.000000E+00  -0.555966E-02   0.280418E-10   0.474696E-07  -0.564245E-10
  4676   0.173052E+00   0.453779E-02   0.000000E+00  -0.552046E-02   0.280208E-10   0.474441E-07  -0.560589E-10
  4677   0.172603E+00   0.452721E-02   0.000000E+00  -0.548188E-02   0.279998E-10   0.474185E-07  -0.556842E-10
  4678   0.172160E+00   0.451715E-02   0.000000E+00  -0.544318E-02   0.279789E-10   0.473929E-07  -0.553004E-10
  4679   0.171715E+00   0.450613E-02   0.000000E+00  -0.540731E-02   0.279580E-10   0.473673E-07  -0.549077E-10
  4680   0.171276E+00   0.449637E-02   0.000000E+00  -0.537055E-02   0.279370E-10   0.473416E-07  -0.545063E-10
  4681   0.170836E+00   0.448640E-02   0.000000E+00  -0.533363E-02   0.279162E-10   0.473159E-07  -0.540960E-10
  4682   0.170394E+00   0.447621E-02   0.000000E+00  -0.529877E-02   0.278953E-10   0.472902E-07  -0.536772E-10
  4683   0.169951E+00   0.446655E-02   0.000000E+00  -0.526446E-02   0.278744E-10   0.472644E-07  -0.532498E-10
  4684   0.169506E+00   0.445817E-02   0.000000E+00  -0.523070E-02   0.278536E-10   0.472386E-07  -0.528140E-10
  4685   0.169074E+00   0.444809E-02   0.000000E+00  -0.519673E-02   0.278328E-10   0.472128E-07  -0.523698E-10
  4686   0.168640E+00   0.443929E-02   0.000000E+00  -0.516478E-02   0.278120E-10   0.471869E-07  -0.519173E-10
  4687   0.168197E+00   0.443028E-02   0.000000E+00  -0.513259E-02   0.277912E-10   0.471610E-07  -0.514567E-10
  4688   0.167767E+00   0.442108E-02   0.000000E+00  -0.510090E-02   0.277704E-10   0.471350E-07  -0.509880E-10
  4689   0.167334E+00   0.441316E-02   0.000000E+00  -0.507118E-02   0.277497E-10   0.471090E-07  -0.505113E-10
  4690   0.166892E+00   0.440430E-02   0.000000E+00  -0.504046E-02   0.277290E-10   0.470830E-07  -0.500268E-10
  4691   0.166454E+00   0.439598E-02   0.000000E+00  -0.501094E-02   0.277083E-10   0.470569E-07  -0.495344E-10
  4692   0.166022E+00   0.438673E-02   0.000000E+00  -0.498187E-02   0.276876E-10   0.470308E-07  -0.490343E-10
  4693   0.165588E+00   0.437952E-02   0.000000E+00  -0.495399E-02   0.276669E-10   0.470047E-07  -0.485267E-10
  4694   0.165158E+00   0.437063E-02   0.000000E+00  -0.492580E-02   0.276462E-10   0.469785E-07  -0.480115E-10
  4695   0.164733E+00   0.436304E-02   0.000000E+00  -0.489877E-02   0.276256E-10   0.469522E-07  -0.474889E-10
  4696   0.164297E+00   0.435601E-02   0.000000E+00  -0.487214E-02   0.276050E-10   0.469260E-07  -0.469590E-10
  4697   0.163867E+00   0.434806E-02   0.000000E+00  -0.484665E-02   0.275844E-10   0.468996E-07  -0.464218E-10
  4698   0.163433E+00   0.434140E-02   0.000000E+00  -0.482079E-02   0.275638E-10   0.468733E-07  -0.458775E-10
  4699   0.163011E+00   0.433383E-02   0.000000E+00  -0.479606E-02   0.275432E-10   0.468469E-07  -0.453262E-10
  4700   0.162587E+00   0.432682E-02   0.000000E+00  -0.477242E-02   0.275227E-10   0.468204E-07  -0.447679E-10
  4701   0.162159E+00   0.431964E-02   0.000000E+00  -0.474913E-02   0.275021E-10   0.467939E-07  -0.442027E-10
  4702   0.161742E+00   0.431229E-02   0.000000E+00  -0.472620E-02   0.274816E-10   0.467674E-07  -0.436308E-10
  4703   0.161315E+00   0.430552E-02   0.000000E+00  -0.470362E-02   0.274611E-10   0.467408E-07  -0.430523E-10
  4704   0.160892E+00   0.429858E-02   0.000000E+00  -0.468140E-02   0.274407E-10   0.467142E-07  -0.424672E-10
  4705   0.160473E+00   0.429223E-02   0.000000E+00  -0.466029E-02   0.274202E-10   0.466875E-07  -0.418756E-10
  4706   0.160058E+00   0.428573E-02   0.000000E+00  -0.463954E-02   0.273998E-10   0.466608E-07  -0.412778E-10
  4707   0.159647E+00   0.427908E-02   0.000000E+00  -0.461843E-02   0.273793E-10   0.466340E-07  -0.406737E-10
  4708   0.159224E+00   0.427228E-02   0.000000E+00  -0.459919E-02   0.273589E-10   0.466072E-07  -0.400634E-10
  4709   0.158813E+00   0.426608E-02   0.000000E+00  -0.457958E-02   0.273385E-10   0.465804E-07  -0.394472E-10
  4710   0.158406E+00   0.425975E-02   0.000000E+00  -0.456110E-02   0.273182E-10   0.465535E-07  -0.388250E-10
  4711   0.157987E+00   0.425254E-02   0.000000E+00  -0.454302E-02   0.272978E-10   0.465265E-07  -0.381970E-10
  4712   0.157580E+00   0.424669E-02   0.000000E+00  -0.452607E-02   0.272775E-10   0.464996E-07  -0.375633E-10
  4713   0.157183E+00   0.424071E-02   0.000000E+00  -0.450878E-02   0.272572E-10   0.464726E-07  -0.369239E-10
  4714   0.156767E+00   0.423462E-02   0.000000E+00  -0.449264E-02   0.272369E-10   0.464455E-07  -0.362791E-10
  4715   0.156363E+00   0.422841E-02   0.000000E+00  -0.447691E-02   0.272166E-10   0.464184E-07  -0.356289E-10
  4716   0.155954E+00   0.422208E-02   0.000000E+00  -0.446233E-02   0.271963E-10   0.463913E-07  -0.349734E-10
  4717   0.155556E+00   0.421639E-02   0.000000E+00  -0.444743E-02   0.271761E-10   0.463641E-07  -0.343127E-10
  4718   0.155161E+00   0.421060E-02   0.000000E+00  -0.443296E-02   0.271558E-10   0.463369E-07  -0.336469E-10
  4719   0.154762E+00   0.420471E-02   0.000000E+00  -0.441965E-02   0.271356E-10   0.463096E-07  -0.329761E-10
  4720   0.154359E+00   0.419946E-02   0.000000E+00  -0.440678E-02   0.271154E-10   0.462823E-07  -0.323004E-10
  4721   0.153973E+00   0.419338E-02   0.000000E+00  -0.439434E-02   0.270953E-10   0.462549E-07  -0.316200E-10
  4722   0.153576E+00   0.418722E-02   0.000000E+00  -0.438309E-02   0.270751E-10   0.462275E-07  -0.309349E-10
  4723   0.153188E+00   0.418171E-02   0.000000E+00  -0.437153E-02   0.270550E-10   0.462001E-07  -0.302453E-10
  4724   0.152789E+00   0.417538E-02   0.000000E+00  -0.436117E-02   0.270348E-10   0.461726E-07  -0.295512E-10
  4725   0.152415E+00   0.416972E-02   0.000000E+00  -0.435008E-02   0.270147E-10   0.461451E-07  -0.288527E-10
  4726   0.152014E+00   0.416399E-02   0.000000E+00  -0.434049E-02   0.269946E-10   0.461176E-07  -0.281499E-10
  4727   0.151638E+00   0.415820E-02   0.000000E+00  -0.433061E-02   0.269746E-10   0.460900E-07  -0.274431E-10
  4728   0.151264E+00   0.415308E-02   0.000000E+00  -0.432195E-02   0.269545E-10   0.460624E-07  -0.267321E-10
  4729   0.150879E+00   0.414716E-02   0.000000E+00  -0.431420E-02   0.269345E-10   0.460347E-07  -0.260173E-10
  4730   0.150503E+00   0.414194E-02   0.000000E+00  -0.430685E-02   0.269144E-10   0.460070E-07  -0.252986E-10
  4731   0.150129E+00   0.413591E-02   0.000000E+00  -0.429880E-02   0.268944E-10   0.459792E-07  -0.245762E-10
  4732   0.149751E+00   0.413059E-02   0.000000E+00  -0.429205E-02   0.268744E-10   0.459514E-07  -0.238501E-10
  4733   0.149374E+00   0.412448E-02   0.000000E+00  -0.428549E-02   0.268545E-10   0.459236E-07  -0.231205E-10
  4734   0.149008E+00   0.411908E-02   0.000000E+00  -0.427936E-02   0.268345E-10   0.458957E-07  -0.223875E-10
  4735   0.148643E+00   0.411365E-02   0.000000E+00  -0.427342E-02   0.268146E-10   0.458678E-07  -0.216512E-10
  4736   0.148281E+00   0.410818E-02   0.000000E+00  -0.426799E-02   0.267947E-10   0.458399E-07  -0.209117E-10
  4737   0.147913E+00   0.410344E-02   0.000000E+00  -0.426351E-02   0.267748E-10   0.458119E-07  -0.201691E-10
  4738   0.147548E+00   0.409718E-02   0.000000E+00  -0.425880E-02   0.267549E-10   0.457839E-07  -0.194235E-10
  4739   0.147191E+00   0.409166E-02   0.000000E+00  -0.425505E-02   0.267350E-10   0.457558E-07  -0.186750E-10
  4740   0.146822E+00   0.408686E-02   0.000000E+00  -0.425079E-02   0.267152E-10   0.457277E-07  -0.179236E-10
  4741   0.146477E+00   0.407909E-02   0.000000E+00  -0.424772E-02   0.266953E-10   0.456996E-07  -0.171696E-10
  4742   0.146118E+00   0.407354E-02   0.000000E+00  -0.424488E-02   0.266755E-10   0.456714E-07  -0.164130E-10
  4743   0.145762E+00   0.406799E-02   0.000000E+00  -0.424242E-02   0.266557E-10   0.456432E-07  -0.156540E-10
  4744   0.145407E+00   0.406170E-02   0.000000E+00  -0.423962E-02   0.266359E-10   0.456150E-07  -0.148925E-10
  4745   0.145053E+00   0.405616E-02   0.000000E+00  -0.423780E-02   0.266162E-10   0.455867E-07  -0.141288E-10
  4746   0.144709E+00   0.405063E-02   0.000000E+00  -0.423631E-02   0.265964E-10   0.455584E-07  -0.133630E-10
  4747   0.144366E+00   0.404364E-02   0.000000E+00  -0.423433E-02   0.265767E-10   0.455300E-07  -0.125950E-10
  4748   0.144024E+00   0.403889E-02   0.000000E+00  -0.423343E-02   0.265570E-10   0.455016E-07  -0.118251E-10
  4749   0.143669E+00   0.403268E-02   0.000000E+00  -0.423227E-02   0.265373E-10   0.454732E-07  -0.110534E-10
  4750   0.143329E+00   0.402725E-02   0.000000E+00  -0.423138E-02   0.265176E-10   0.454447E-07  -0.102798E-10
  4751   0.142992E+00   0.402110E-02   0.000000E+00  -0.423069E-02   0.264979E-10   0.454162E-07  -0.950470E-11
  4752   0.142640E+00   0.401425E-02   0.000000E+00  -0.423029E-02   0.264783E-10   0.453876E-07  -0.872799E-11
  4753   0.142312E+00   0.400818E-02   0.000000E+00  -0.422997E-02   0.264587E-10   0.453591E-07  -0.794983E-11
  4754   0.141978E+00   0.400215E-02   0.000000E+00  -0.422989E-02   0.264390E-10   0.453305E-07  -0.717030E-11
  4755   0.141637E+00   0.399617E-02   0.000000E+00  -0.423000E-02   0.264194E-10   0.453018E-07  -0.638949E-11
  4756   0.141305E+00   0.398949E-02   0.000000E+00  -0.423038E-02   0.263999E-10   0.452731E-07  -0.560751E-11
  4757   0.140974E+00   0.398285E-02   0.000000E+00  -0.423060E-02   0.263803E-10   0.452444E-07  -0.482444E-11
  4758   0.140645E+00   0.397701E-02   0.000000E+00  -0.423120E-02   0.263608E-10   0.452157E-07  -0.404039E-11
  4759   0.140309E+00   0.396974E-02   0.000000E+00  -0.423190E-02   0.263412E-10   0.451869E-07  -0.325543E-11
  4760   0.139982E+00   0.396402E-02   0.000000E+00  -0.423271E-02   0.263217E-10   0.451580E-07  -0.246967E-11
  4761   0.139656E+00   0.395760E-02   0.000000E+00  -0.423350E-02   0.263022E-10   0.451292E-07  -0.168319E-11
  4762   0.139331E+00   0.395051E-02   0.000000E+00  -0.423443E-02   0.262827E-10   0.451003E-07  -0.896099E-12
  4763   0.139015E+00   0.394423E-02   0.000000E+00  -0.423648E-02   0.262633E-10   0.450714E-07  -0.108481E-12
  4764   0.138700E+00   0.393726E-02   0.000000E+00  -0.423751E-02   0.262438E-10   0.450424E-07   0.679568E-12
  4765   0.138379E+00   0.393037E-02   0.000000E+00  -0.423851E-02   0.262244E-10   0.450134E-07   0.146796E-11
  4766   0.138059E+00   0.392355E-02   0.000000E+00  -0.424037E-02   0.262050E-10   0.449844E-07   0.225659E-11
  4767   0.137755E+00   0.391607E-02   0.000000E+00  -0.424231E-02   0.261856E-10   0.449553E-07   0.304537E-11
  4768   0.137445E+00   0.390866E-02   0.000000E+00  -0.424358E-02   0.261662E-10   0.449262E-07   0.383421E-11
  4769   0.137136E+00   0.390207E-02   0.000000E+00  -0.424577E-02   0.261469E-10   0.448971E-07   0.462302E-11
  4770   0.136814E+00   0.389483E-02   0.000000E+00  -0.424807E-02   0.261275E-10   0.448679E-07   0.541170E-11
  4771   0.136515E+00   0.388767E-02   0.000000E+00  -0.424976E-02   0.261082E-10   0.448387E-07   0.620016E-11
  4772   0.136202E+00   0.387985E-02   0.000000E+00  -0.425233E-02   0.260889E-10   0.448095E-07   0.698830E-11
  4773   0.135898E+00   0.387212E-02   0.000000E+00  -0.425431E-02   0.260696E-10   0.447803E-07   0.777603E-11
  4774   0.135595E+00   0.386449E-02   0.000000E+00  -0.425573E-02   0.260503E-10   0.447510E-07   0.856326E-11
  4775   0.135293E+00   0.385696E-02   0.000000E+00  -0.425808E-02   0.260310E-10   0.447216E-07   0.934989E-11
  4776   0.134985E+00   0.384952E-02   0.000000E+00  -0.425988E-02   0.260118E-10   0.446923E-07   0.101358E-10
  4777   0.134693E+00   0.384144E-02   0.000000E+00  -0.426191E-02   0.259925E-10   0.446629E-07   0.109210E-10
  4778   0.134395E+00   0.383346E-02   0.000000E+00  -0.426417E-02   0.259733E-10   0.446335E-07   0.117053E-10
  4779   0.134098E+00   0.382559E-02   0.000000E+00  -0.426816E-02   0.259541E-10   0.446040E-07   0.124886E-10
  4780   0.133803E+00   0.381709E-02   0.000000E+00  -0.427019E-02   0.259350E-10   0.445745E-07   0.132709E-10
  4781   0.133508E+00   0.380944E-02   0.000000E+00  -0.427100E-02   0.259158E-10   0.445450E-07   0.140520E-10
  4782   0.133222E+00   0.380116E-02   0.000000E+00  -0.427212E-02   0.258966E-10   0.445154E-07   0.148318E-10
  4783   0.132938E+00   0.379300E-02   0.000000E+00  -0.427428E-02   0.258775E-10   0.444859E-07   0.156103E-10
  4784   0.132639E+00   0.378422E-02   0.000000E+00  -0.427528E-02   0.258584E-10   0.444563E-07   0.163874E-10
  4785   0.132357E+00   0.377630E-02   0.000000E+00  -0.427736E-02   0.258393E-10   0.444266E-07   0.171629E-10
  4786   0.132076E+00   0.376701E-02   0.000000E+00  -0.427905E-02   0.258202E-10   0.443969E-07   0.179368E-10
  4787   0.131781E+00   0.375860E-02   0.000000E+00  -0.428037E-02   0.258011E-10   0.443672E-07   0.187090E-10
  4788   0.131502E+00   0.375032E-02   0.000000E+00  -0.428132E-02   0.257821E-10   0.443375E-07   0.194794E-10
  4789   0.131217E+00   0.374143E-02   0.000000E+00  -0.428342E-02   0.257631E-10   0.443077E-07   0.202479E-10
